id	Feature	ProteomeCounts	ExpectedSwitchFrequency	LostNum	GainNum	fc_g	fc_l	fc_m	p_g	adjp_g	p_l	adjp_l	p_m	adjp_m	switches_g	switches_l
PF06345	PF06345|DRF_Autoregulatory_Domain	30	1.114615959071302e-4	NA	NA	NA	NA	1.2444489166809498	NA	NA	NA	NA	0.47737254558807396	1.0	NA	NA
PF06346	PF06346|Formin_Homology_Region_1	9	3.343847877213906e-5	27	0	0.0	9.720151679306609	3.5677033788805392	1.0	1.0	6.026010074822899e-18	7.176977999114073e-15	1.9470861618825216e-5	0.09791896308107201	0	1
PF06350	PF06350|Hormone-sensitive_lipase_(HSL)_N-terminus	11	4.0869251832614405e-5	NA	NA	NA	NA	0.45396804719687234	NA	NA	NA	NA	0.9906874096740672	1.0	NA	NA
PF06365	PF06365|CD34/Podocalyxin_family	22	8.173850366522881e-5	NA	NA	NA	NA	0.7827894937936184	NA	NA	NA	NA	0.8878019034818565	1.0	NA	NA
PF06367	PF06367|Diaphanous_FH3_Domain	71	2.637924436468748e-4	147	0	0.0	6.708273694169349	0.7538307420581222	1.0	1.0	2.283260016036955e-69	3.157748602179109e-66	0.973028591193522	1.0	0	5
PF06371	PF06371|Diaphanous_GTPase-binding_Domain	79	2.9351553588877617e-4	154	0	0.0	6.31604792663805	0.9522852199484626	1.0	1.0	3.6401011813409134e-69	5.026979731431802e-66	0.6445964764268197	1.0	0	5
PF06372	PF06372|Gemin6_protein	11	4.0869251832614405e-5	NA	NA	NA	NA	0.7155922029107324	NA	NA	NA	NA	0.8258457584289283	1.0	NA	NA
PF06373	PF06373|Cocaine_and_amphetamine_regulated_transcript_protein_(CART)	0	0.0	NA	NA	NA	NA	1.2269214671502324	NA	NA	NA	NA	0.557382950195288	1.0	NA	NA
PF06374	PF06374|NADH-ubiquinone_oxidoreductase_subunit_b14.5b_(NDUFC2)	0	0.0	NA	NA	NA	NA	0.6197650731296431	NA	NA	NA	NA	0.8612637099964661	1.0	NA	NA
PF06375	PF06375|Bovine_leukaemia_virus_receptor_(BLVR)	10	3.715386530237673e-5	NA	NA	NA	NA	0.7159843082273959	NA	NA	NA	NA	0.8079405246654254	1.0	NA	NA
PF06384	PF06384|Beta-catenin-interacting_protein_ICAT	16	5.944618448380277e-5	NA	NA	NA	NA	0.15132268239895744	NA	NA	NA	NA	0.9986512024720022	1.0	NA	NA
PF06387	PF06387|D1_dopamine_receptor-interacting_protein_(calcyon)	6	2.229231918142604e-5	0	4	10.887324798252534	0.0	1.5484710768181373	5.6671639916761e-4	0.7083954989595125	1.0	1.0	0.08472591519651707	1.0	1	0
PF06388	PF06388|Protein_of_unknown_function_(DUF1075)	11	4.0869251832614405e-5	NA	NA	NA	NA	1.315303038706509	NA	NA	NA	NA	0.16772624007441275	1.0	NA	NA
PF06390	PF06390|Neuroendocrine-specific_golgi_protein_P55_(NESP55)	NA	NA	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
PF06391	PF06391|CDK-activating_kinase_assembly_factor_MAT1	4	1.4861546120950693e-5	NA	NA	NA	NA	0.3581556955271807	NA	NA	NA	NA	0.9897642140165944	1.0	NA	NA
PF06393	PF06393|BH3_interacting_domain_(BID)	11	4.0869251832614405e-5	NA	NA	NA	NA	1.4695460496888446	NA	NA	NA	NA	0.12425631705166316	1.0	NA	NA
PF06396	PF06396|Angiotensin_II,_type_I_receptor-associated_protein_(AGTRAP)	11	4.0869251832614405e-5	6	0	0.0	1.7673003053284744	0.45109483170828457	1.0	1.0	0.12882353869357066	1.0	0.9615051779578263	1.0	0	1
PF06398	PF06398|Integral_peroxisomal_membrane_peroxin	0	0.0	NA	NA	NA	NA	0.7310049580503483	NA	NA	NA	NA	0.8270806122479166	1.0	NA	NA
PF06399	PF06399|GTP_cyclohydrolase_I_feedback_regulatory_protein_(GFRP)	1	3.7153865302376733e-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF06400	PF06400|Alpha-2-macroglobulin_RAP,_N-terminal_domain	0	0.0	NA	NA	NA	NA	0.6040083339822793	NA	NA	NA	NA	0.8725296271332684	1.0	NA	NA
PF06401	PF06401|Alpha-2-macroglobulin_RAP,_C-terminal_domain	0	0.0	NA	NA	NA	NA	0.4482577572950248	NA	NA	NA	NA	0.9775985615682296	1.0	NA	NA
PF06407	PF06407|Borna_disease_virus_P40_protein	0	0.0	NA	NA	NA	NA	1.3900759175691464	NA	NA	NA	NA	0.18968819173680465	1.0	NA	NA
PF06409	PF06409|Nuclear_pore_complex_interacting_protein_(NPIP)	83	3.083770820097269e-4	0	28	5.509248693091643	0.0	0.1459735004405519	1.4282928188295388e-12	1.9124840844127525e-9	1.0	1.0	0.9999999999999715	1.0	3	0
PF06413	PF06413|Neugrin	11	4.0869251832614405e-5	NA	NA	NA	NA	0.10898009695704734	NA	NA	NA	NA	0.9998965343839326	1.0	NA	NA
PF06417	PF06417|Protein_of_unknown_function_(DUF1077)	11	4.0869251832614405e-5	NA	NA	NA	NA	1.2288445415501545	NA	NA	NA	NA	0.36345493317524646	1.0	NA	NA
PF06418	PF06418|CTP_synthase_N-terminus	22	8.173850366522881e-5	15	0	0.0	2.209125381660593	0.7535318724180918	1.0	1.0	0.004374577742661606	1.0	0.8978559261953682	1.0	0	1
PF06419	PF06419|Conserved_oligomeric_complex_COG6	8	2.9723092241901386e-5	NA	NA	NA	NA	0.7115439275531675	NA	NA	NA	NA	0.9459783887343232	1.0	NA	NA
PF06421	PF06421|GTP-binding_protein_LepA_C-terminus	11	4.0869251832614405e-5	NA	NA	NA	NA	0.828755621045453	NA	NA	NA	NA	0.7007618598182928	1.0	NA	NA
PF06423	PF06423|GWT1	11	4.0869251832614405e-5	NA	NA	NA	NA	0.5866089169539831	NA	NA	NA	NA	0.9082940126937281	1.0	NA	NA
PF06424	PF06424|PRP1_splicing_factor,_N-terminal	8	2.9723092241901386e-5	NA	NA	NA	NA	1.2183415967505804	NA	NA	NA	NA	0.3369601551455093	1.0	NA	NA
PF06427	PF06427|UDP-glucose:Glycoprotein_Glucosyltransferase	19	7.059234407451579e-5	63	0	0.0	10.743325540286252	0.6021527016198145	1.0	1.0	3.8547401999773894e-42	5.13836868656986e-39	0.9615046405905822	1.0	0	1
PF06428	PF06428|GDP/GTP_exchange_factor_Sec2p	22	8.173850366522881e-5	NA	NA	NA	NA	0.6028472260738166	NA	NA	NA	NA	0.897125463277527	1.0	NA	NA
PF06432	PF06432|Phosphatidylinositol_N-acetylglucosaminyltransferase	11	4.0869251832614405e-5	NA	NA	NA	NA	0.4399566877154874	NA	NA	NA	NA	0.9882120156518618	1.0	NA	NA
PF06441	PF06441|Epoxide_hydrolase_N_terminus	4	1.4861546120950693e-5	NA	NA	NA	NA	2.1212197443425285	NA	NA	NA	NA	0.022606787168496918	1.0	NA	NA
PF06445	PF06445|GyrI-like_small_molecule_binding_domain	11	4.0869251832614405e-5	12	0	0.0	3.5346006106569487	1.0255105526605606	1.0	1.0	2.2033894915393003e-4	0.204694883764001	0.5300612680329249	1.0	0	1
PF06446	PF06446|Hepcidin	0	0.0	NA	NA	NA	NA	1.7080671405424803	NA	NA	NA	NA	0.2577260163951776	1.0	NA	NA
PF06448	PF06448|Domain_of_Unknown_Function_(DUF1081)	0	0.0	NA	NA	NA	NA	0.9250770708070779	NA	NA	NA	NA	0.6360681888296504	1.0	NA	NA
PF06456	PF06456|Arfaptin-like_domain	51	1.8948471304212135e-4	NA	NA	NA	NA	0.9680640650835509	NA	NA	NA	NA	0.605862394740043	1.0	NA	NA
PF06459	PF06459|Ryanodine_Receptor_TM_4-6	16	5.944618448380277e-5	NA	NA	NA	NA	0.8908527436436718	NA	NA	NA	NA	0.7143377211971194	1.0	NA	NA
PF06461	PF06461|Domain_of_Unknown_Function_(DUF1086)	25	9.288466325594183e-5	NA	NA	NA	NA	1.2238795130994469	NA	NA	NA	NA	0.23465030318724267	1.0	NA	NA
PF06462	PF06462|Propeller	66	2.4521551099568643e-4	NA	NA	NA	NA	0.7753082888412784	NA	NA	NA	NA	0.860314368554698	1.0	NA	NA
PF06463	PF06463|Molybdenum_Cofactor_Synthesis_C	11	4.0869251832614405e-5	NA	NA	NA	NA	0.9427643308189017	NA	NA	NA	NA	0.6110683214566903	1.0	NA	NA
PF06464	PF06464|DMAP1-binding_Domain	43	1.5976162080021995e-4	20	0	0.0	1.5070002603576138	0.6620247561823928	1.0	1.0	0.05049761840112504	1.0	0.948142571914568	1.0	0	2
PF06465	PF06465|Domain_of_Unknown_Function_(DUF1087)	24	8.916927672570416e-5	NA	NA	NA	NA	0.5058082693606443	NA	NA	NA	NA	0.934889214625374	1.0	NA	NA
PF06466	PF06466|PCAF_(P300/CBP-associated_factor)_N-terminal_domain	0	0.0	NA	NA	NA	NA	0.9446386137827562	NA	NA	NA	NA	0.6298448857716605	1.0	NA	NA
PF06467	PF06467|MYM-type_Zinc_finger_with_FCS_sequence_motif	382	0.0014192776545507912	34	0	0.0	0.28838146343492554	0.853568663591724	1.0	1.0	1.0	1.0	0.8798776619963912	1.0	0	1
PF06468	PF06468|Spondin_N	11	4.0869251832614405e-5	NA	NA	NA	NA	0.9184662810555277	NA	NA	NA	NA	0.66266585193464	1.0	NA	NA
PF06470	PF06470|SMC_proteins_Flexible_Hinge_Domain	43	1.5976162080021995e-4	22	0	0.0	1.6577002863933752	0.9746732774004644	1.0	1.0	0.01729695845097429	1.0	0.5769914428196287	1.0	0	1
PF06472	PF06472|ABC_transporter_transmembrane_region_2	33	1.2260775549784321e-4	33	0	0.0	3.24005055976887	0.9558320010894664	1.0	1.0	1.1269983855691979e-8	1.1889832967755037e-5	0.6321346608772844	1.0	0	2
PF06473	PF06473|FGF_binding_protein_1_(FGF-BP1)	0	0.0	NA	NA	NA	NA	0.7783070251883022	NA	NA	NA	NA	0.9026031373034994	1.0	NA	NA
PF06479	PF06479|Ribonuclease_2-5A	16	5.944618448380277e-5	NA	NA	NA	NA	0.9936664353726217	NA	NA	NA	NA	0.5459805016336395	1.0	NA	NA
PF06480	PF06480|FtsH_Extracellular	11	4.0869251832614405e-5	22	0	0.0	6.480101119537739	0.918804574345051	1.0	1.0	1.664446540154729e-11	1.8525289991922133e-8	0.6378702293737408	1.0	0	1
PF06482	PF06482|Collagenase_NC10_and_Endostatin	13	4.8300024893089755e-5	NA	NA	NA	NA	1.2704631623869689	NA	NA	NA	NA	0.11528542961927672	1.0	NA	NA
PF06484	PF06484|Teneurin_Intracellular_Region	32	1.1889236896760555e-4	NA	NA	NA	NA	1.282350914143314	NA	NA	NA	NA	0.11068316690235365	1.0	NA	NA
PF06487	PF06487|Sin3_associated_polypeptide_p18_(SAP18)	0	0.0	NA	NA	NA	NA	0.593941528415908	NA	NA	NA	NA	0.8795826482913263	1.0	NA	NA
PF06512	PF06512|Sodium_ion_transport-associated	25	9.288466325594183e-5	11	0	0.0	1.4256222462983026	1.2449782441657142	1.0	1.0	0.15694219826095757	1.0	0.06216304103504306	1.0	0	1
PF06522	PF06522|NADH-ubiquinone_reductase_complex_1_MLRQ_subunit	21	7.802311713499114e-5	NA	NA	NA	NA	0.7919220378878773	NA	NA	NA	NA	0.7781903911591179	1.0	NA	NA
PF06524	PF06524|NOA36_protein	6	2.229231918142604e-5	NA	NA	NA	NA	1.3750414805770217	NA	NA	NA	NA	0.11457024577083366	1.0	NA	NA
PF06529	PF06529|Vertebrate_interleukin-3_regulated_transcription_factor	0	0.0	NA	NA	NA	NA	0.5009145420375127	NA	NA	NA	NA	0.9855514949505044	1.0	NA	NA
PF06534	PF06534|Repulsive_guidance_molecule_(RGM)_C-terminus	20	7.430773060475346e-5	NA	NA	NA	NA	0.687557282356612	NA	NA	NA	NA	0.9225695547807146	1.0	NA	NA
PF06535	PF06535|Repulsive_guidance_molecule_(RGM)_N-terminus	20	7.430773060475346e-5	NA	NA	NA	NA	0.8938030893288591	NA	NA	NA	NA	0.6929690068579456	1.0	NA	NA
PF06540	PF06540|Galanin_message_associated_peptide_(GMAP)	0	0.0	NA	NA	NA	NA	1.8360721721522215	NA	NA	NA	NA	0.22544351545455296	1.0	NA	NA
PF06541	PF06541|Protein_of_unknown_function_(DUF1113)	1	3.7153865302376733e-6	NA	NA	NA	NA	0.7542114646551212	NA	NA	NA	NA	0.7750351678165404	1.0	NA	NA
PF06544	PF06544|Protein_of_unknown_function_(DUF1115)	33	1.2260775549784321e-4	57	0	0.0	5.596450966873503	0.6968913933413319	1.0	1.0	3.1673792317658227e-24	3.9592240397072785e-21	0.914960245838609	1.0	0	1
PF06546	PF06546|Vertebrate_heat_shock_transcription_factor	22	8.173850366522881e-5	NA	NA	NA	NA	0.5202407548168537	NA	NA	NA	NA	0.9957346886541311	1.0	NA	NA
PF06553	PF06553|BNIP3	17	6.316157101404044e-5	NA	NA	NA	NA	0.37413639585254044	NA	NA	NA	NA	0.9986526465803739	1.0	NA	NA
PF06554	PF06554|Olfactory_marker_protein	0	0.0	NA	NA	NA	NA	0.43267263659437005	NA	NA	NA	NA	0.9008611798024391	1.0	NA	NA
PF06565	PF06565|Repeat_of_unknown_function_(DUF1126)	33	1.2260775549784321e-4	NA	NA	NA	NA	1.0319221026771943	NA	NA	NA	NA	0.5119977708923873	1.0	NA	NA
PF06566	PF06566|Chondroitin_sulphate_attachment_domain	5	1.8576932651188365e-5	NA	NA	NA	NA	0.5681179837021728	NA	NA	NA	NA	0.8970813711701378	1.0	NA	NA
PF06567	PF06567|Neural_chondroitin_sulphate_proteoglycan_cytoplasmic_domain	10	3.715386530237673e-5	NA	NA	NA	NA	0.8615415577021962	NA	NA	NA	NA	0.675838230008218	1.0	NA	NA
PF06573	PF06573|Churchill_protein	12	4.458463836285208e-5	NA	NA	NA	NA	0.8022540982440506	NA	NA	NA	NA	0.7330012052026333	1.0	NA	NA
PF06581	PF06581|Mad1_and_Cdc20-bound-Mad2_binding	11	4.0869251832614405e-5	NA	NA	NA	NA	0.6299379846835388	NA	NA	NA	NA	0.9258880439478556	1.0	NA	NA
PF06583	PF06583|Neogenin_C-terminus	13	4.8300024893089755e-5	NA	NA	NA	NA	1.4068238201904613	NA	NA	NA	NA	0.07995530181714379	1.0	NA	NA
PF06584	PF06584|DIRP	9	3.343847877213906e-5	NA	NA	NA	NA	0.6853171481722015	NA	NA	NA	NA	0.8121757226887099	1.0	NA	NA
PF06588	PF06588|Muskelin_N-terminus	8	2.9723092241901386e-5	9	36	73.4894423882046	3.6450568797399785	0.3350439391064096	1.119779275093588e-53	1.5856074535325206e-50	0.001047226115393073	0.9288895643536558	0.9821887968945497	1.0	1	1
PF06602	PF06602|Myotubularin-like_phosphatase_domain	146	5.424464334147003e-4	3	0	0.0	0.06657638136511375	0.9258020217063492	1.0	1.0	1.0	1.0	0.8484030327730094	1.0	0	1
PF06607	PF06607|Prokineticin	4	1.4861546120950693e-5	NA	NA	NA	NA	0.9643331088671567	NA	NA	NA	NA	0.5948894443418922	1.0	NA	NA
PF06608	PF06608|Protein_of_unknown_function_(DUF1143)	9	3.343847877213906e-5	NA	NA	NA	NA	1.123673161867934	NA	NA	NA	NA	0.430519250331508	1.0	NA	NA
PF06614	PF06614|Neuromodulin	0	0.0	NA	NA	NA	NA	3.056541198865491	NA	NA	NA	NA	0.005541532458735186	1.0	NA	NA
PF06617	PF06617|M-phase_inducer_phosphatase	21	7.802311713499114e-5	NA	NA	NA	NA	0.6320904199212565	NA	NA	NA	NA	0.9448498163869037	1.0	NA	NA
PF06621	PF06621|Single-minded_protein_C-terminus	11	4.0869251832614405e-5	NA	NA	NA	NA	0.228939353922908	NA	NA	NA	NA	0.999972642880183	1.0	NA	NA
PF06623	PF06623|MHC_I_C-terminus	33	1.2260775549784321e-4	NA	NA	NA	NA	0.300729887805523	NA	NA	NA	NA	0.9640375671695374	1.0	NA	NA
PF06624	PF06624|Ribosome_associated_membrane_protein_RAMP4	20	7.430773060475346e-5	0	6	4.89929615921364	0.0	0.20890029776418823	0.0016594493774172003	1.0	1.0	1.0	0.9916629831915748	1.0	1	0
PF06625	PF06625|Protein_of_unknown_function_(DUF1151)	22	8.173850366522881e-5	NA	NA	NA	NA	0.6040083339822793	NA	NA	NA	NA	0.9303677720663985	1.0	NA	NA
PF06628	PF06628|Catalase-related_immune-responsive	11	4.0869251832614405e-5	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1.0	1.0	NA	NA
PF06631	PF06631|Protein_of_unknown_function_(DUF1154)	31	1.1517698243736788e-4	NA	NA	NA	NA	1.5702488476575078	NA	NA	NA	NA	0.16358978432240945	1.0	NA	NA
PF06632	PF06632|DNA_double-strand_break_repair_and_V(D)J_recombination_protein_XRCC4	11	4.0869251832614405e-5	NA	NA	NA	NA	1.5695752102282252	NA	NA	NA	NA	0.029154176634658288	1.0	NA	NA
PF06637	PF06637|PV-1_protein_(PLVAP)	0	0.0	NA	NA	NA	NA	1.4545506818348768	NA	NA	NA	NA	0.03864086716165963	1.0	NA	NA
PF06638	PF06638|Strabismus_protein	21	7.802311713499114e-5	NA	NA	NA	NA	1.4283163007997788	NA	NA	NA	NA	0.0051916788567033766	1.0	NA	NA
PF06644	PF06644|ATP11_protein	11	4.0869251832614405e-5	NA	NA	NA	NA	0.9982210561611897	NA	NA	NA	NA	0.5443021847480682	1.0	NA	NA
PF06645	PF06645|Microsomal_signal_peptidase_12_kDa_subunit_(SPC12)	0	0.0	NA	NA	NA	NA	1.9262968489164585	NA	NA	NA	NA	0.0959278928409354	1.0	NA	NA
PF06650	PF06650|Protein_of_unknown_function_(DUF1162)	27	1.0031543631641718e-4	0	3	1.814554133042089	0.0	1.133686447656991	0.230497928632625	1.0	1.0	1.0	0.2744778689462656	1.0	1	0
PF06657	PF06657|Centrosome_microtubule-binding_domain_of_Cep57	22	8.173850366522881e-5	NA	NA	NA	NA	0.4949512736799233	NA	NA	NA	NA	0.9407104125069616	1.0	NA	NA
PF06658	PF06658|Protein_of_unknown_function_(DUF1168)	11	4.0869251832614405e-5	NA	NA	NA	NA	0.8864798931580715	NA	NA	NA	NA	0.6639238664018842	1.0	NA	NA
PF06662	PF06662|D-glucuronyl_C5-epimerase_C-terminus	11	4.0869251832614405e-5	10	0	0.0	2.9455005088807904	0.7463139624074236	1.0	1.0	0.002680341618871543	1.0	0.8123640524915408	1.0	0	1
PF06663	PF06663|Protein_of_unknown_function_(DUF1170)	4	1.4861546120950693e-5	NA	NA	NA	NA	0.8026236870485243	NA	NA	NA	NA	0.7954357501526634	1.0	NA	NA
PF06664	PF06664|Wnt-binding_factor_required_for_Wnt_secretion	15	5.57307979535651e-5	NA	NA	NA	NA	0.8484878977370113	NA	NA	NA	NA	0.8058083002144127	1.0	NA	NA
PF06668	PF06668|Inter-alpha-trypsin_inhibitor_heavy_chain_C-terminus	29	1.0774620937689253e-4	NA	NA	NA	NA	1.043452144203115	NA	NA	NA	NA	0.43052529298719266	1.0	NA	NA
PF06677	PF06677|Sjogren's_syndrome/scleroderma_autoantigen_1_(Autoantigen_p27)	0	0.0	NA	NA	NA	NA	0.593941528415908	NA	NA	NA	NA	0.8143100575810484	1.0	NA	NA
PF06679	PF06679|Protein_of_unknown_function_(DUF1180)	14	5.201541142332742e-5	43	4	4.665996342108229	9.951583862147242	1.793910181437604	0.011449347526654358	1.0	5.164602042509279e-28	6.569373798071803e-25	0.002954940315372467	1.0	1	1
PF06682	PF06682|Protein_of_unknown_function_(DUF1183)	11	4.0869251832614405e-5	NA	NA	NA	NA	1.042655974648616	NA	NA	NA	NA	0.47382114729351205	1.0	NA	NA
PF06699	PF06699|GPI_biosynthesis_protein_family_Pig-F	11	4.0869251832614405e-5	NA	NA	NA	NA	0.6154834491356559	NA	NA	NA	NA	0.9072398907137166	1.0	NA	NA
PF06701	PF06701|Mib_herc2	53	1.969154861025967e-4	28	0	0.0	1.711724824028837	0.6212999049105485	1.0	1.0	0.005457749613728622	1.0	0.9423952522586908	1.0	0	1
PF06702	PF06702|Protein_of_unknown_function_(DUF1193)	21	7.802311713499114e-5	NA	NA	NA	NA	0.6244191287476379	NA	NA	NA	NA	0.9920591476934928	1.0	NA	NA
PF06703	PF06703|Microsomal_signal_peptidase_25_kDa_subunit_(SPC25)	0	0.0	NA	NA	NA	NA	0.36438130577663064	NA	NA	NA	NA	0.9977861022575494	1.0	NA	NA
PF06726	PF06726|Bladder_cancer-related_protein_BC10	11	4.0869251832614405e-5	NA	NA	NA	NA	0.742426910519885	NA	NA	NA	NA	0.7502275493547522	1.0	NA	NA
PF06728	PF06728|GPI_transamidase_subunit_PIG-U	10	3.715386530237673e-5	NA	NA	NA	NA	0.3101522341597431	NA	NA	NA	NA	0.999635323733977	1.0	NA	NA
PF06729	PF06729|Kinetochore_component,_CENP-R	11	4.0869251832614405e-5	17	0	0.0	5.007350865097345	1.3975094786256657	1.0	1.0	1.2244302498364895e-7	1.2672853085807665e-4	0.219032694647983	1.0	0	1
PF06730	PF06730|FAM92_protein	11	4.0869251832614405e-5	NA	NA	NA	NA	0.5608031598776814	NA	NA	NA	NA	0.9551564373256612	1.0	NA	NA
PF06732	PF06732|Pescadillo_N-terminus	11	4.0869251832614405e-5	NA	NA	NA	NA	0.8766664626065063	NA	NA	NA	NA	0.7019743339172075	1.0	NA	NA
PF06733	PF06733|DEAD_2	45	1.671923938606953e-4	7	0	0.0	0.5040078648529354	0.7465723925549913	1.0	1.0	0.9847787069698457	1.0	0.9345374405701269	1.0	0	2
PF06736	PF06736|Protein_of_unknown_function_(DUF1211)	22	8.173850366522881e-5	NA	NA	NA	NA	1.2173956793617988	NA	NA	NA	NA	0.3233698567253245	1.0	NA	NA
PF06741	PF06741|LsmAD_domain	15	5.57307979535651e-5	11	0	0.0	2.3760370771638377	0.2549602658565849	1.0	1.0	0.008128096648001877	1.0	0.9802031338475967	1.0	0	1
PF06743	PF06743|FAST_kinase-like_protein,_subdomain_1	55	2.0434625916307202e-4	NA	NA	NA	NA	0.7460135139523482	NA	NA	NA	NA	0.885125643137695	1.0	NA	NA
PF06747	PF06747|CHCH_domain	43	1.5976162080021995e-4	NA	NA	NA	NA	1.0758186175080597	NA	NA	NA	NA	0.4391469674166935	1.0	NA	NA
PF06752	PF06752|Enhancer_of_Polycomb_C-terminus	11	4.0869251832614405e-5	NA	NA	NA	NA	0.669955737041805	NA	NA	NA	NA	0.949164878325129	1.0	NA	NA
PF06758	PF06758|Repeat_of_unknown_function_(DUF1220)	925	0.0034367325404698478	108	18	0.3177921833003442	0.3782977950865275	0.7766248811381857	0.9999999993932762	1.0	1.0	1.0	0.9998328740243914	1.0	2	2
PF06762	PF06762|Lipase_maturation_factor	22	8.173850366522881e-5	NA	NA	NA	NA	0.609847730032558	NA	NA	NA	NA	0.9944476000668656	1.0	NA	NA
PF06773	PF06773|Bim_protein_N-terminus	11	4.0869251832614405e-5	2	0	0.0	0.5891001017761581	NA	1.0	1.0	0.8525958336992672	1.0	NA	NA	0	1
PF06775	PF06775|Putative_adipose-regulatory_protein_(Seipin)	11	4.0869251832614405e-5	NA	NA	NA	NA	0.5822956160940275	NA	NA	NA	NA	0.929391710900439	1.0	NA	NA
PF06777	PF06777|Protein_of_unknown_function_(DUF1227)	11	4.0869251832614405e-5	NA	NA	NA	NA	1.4848538210397697	NA	NA	NA	NA	0.1591420049315624	1.0	NA	NA
PF06783	PF06783|Uncharacterised_protein_family_(UPF0239)	11	4.0869251832614405e-5	NA	NA	NA	NA	1.1313171969826816	NA	NA	NA	NA	0.471052574748606	1.0	NA	NA
PF06784	PF06784|Uncharacterised_protein_family_(UPF0240)	2	7.430773060475347e-6	NA	NA	NA	NA	0.5461531295778463	NA	NA	NA	NA	0.9336403273281575	1.0	NA	NA
PF06789	PF06789|Uncharacterised_protein_family_(UPF0258)	8	2.9723092241901386e-5	NA	NA	NA	NA	1.6540143829303764	NA	NA	NA	NA	0.08711548355112826	1.0	NA	NA
PF06803	PF06803|Protein_of_unknown_function_(DUF1232)	11	4.0869251832614405e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF06807	PF06807|Pre-mRNA_cleavage_complex_II_protein_Clp1	14	5.201541142332742e-5	NA	NA	NA	NA	0.7182548715727258	NA	NA	NA	NA	0.9119409232082225	1.0	NA	NA
PF06809	PF06809|Neural_proliferation_differentiation_control-1_protein_(NPDC1)	11	4.0869251832614405e-5	NA	NA	NA	NA	0.4399566877154874	NA	NA	NA	NA	0.99295034255125	1.0	NA	NA
PF06814	PF06814|Lung_seven_transmembrane_receptor	33	1.2260775549784321e-4	NA	NA	NA	NA	0.7555439937446179	NA	NA	NA	NA	0.9655294035095875	1.0	NA	NA
PF06816	PF06816|NOTCH_protein	23	8.545389019546649e-5	NA	NA	NA	NA	0.7155922029107324	NA	NA	NA	NA	0.8258457584289283	1.0	NA	NA
PF06818	PF06818|Fez1	42	1.5604623426998228e-4	NA	NA	NA	NA	0.7273060082309916	NA	NA	NA	NA	0.9501621527005696	1.0	NA	NA
PF06821	PF06821|Serine_hydrolase	0	0.0	NA	NA	NA	NA	1.0079007754936622	NA	NA	NA	NA	0.542084578512037	1.0	NA	NA
PF06825	PF06825|Heat_shock_factor_binding_protein_1	0	0.0	NA	NA	NA	NA	0.4751532227327263	NA	NA	NA	NA	0.9226012832375556	1.0	NA	NA
PF06827	PF06827|Zinc_finger_found_in_FPG_and_IleRS	11	4.0869251832614405e-5	NA	NA	NA	NA	1.0329417885494052	NA	NA	NA	NA	0.6202005483731459	1.0	NA	NA
PF06831	PF06831|Formamidopyrimidine-DNA_glycosylase_H2TH_domain	23	8.545389019546649e-5	NA	NA	NA	NA	1.264229376310295	NA	NA	NA	NA	0.3197807777255289	1.0	NA	NA
PF06839	PF06839|GRF_zinc_finger	58	2.1549241875378505e-4	16	0	0.0	0.8938070509707227	0.8082503273288644	1.0	1.0	0.7055255921625048	1.0	0.7798057826155611	1.0	0	1
PF06840	PF06840|Protein_of_unknown_function_(DUF1241)	11	4.0869251832614405e-5	NA	NA	NA	NA	0.7866775210806728	NA	NA	NA	NA	0.7597646768627534	1.0	NA	NA
PF06842	PF06842|Protein_of_unknown_function_(DUF1242)	11	4.0869251832614405e-5	39	0	0.0	11.487451984635083	1.3772557180658735	1.0	1.0	8.994480307452456e-28	1.1422989990464619e-24	0.331344064647877	1.0	0	1
PF06858	PF06858|Nucleolar_GTP-binding_protein_1_(NOG1)	11	4.0869251832614405e-5	NA	NA	NA	NA	0.41680107257256693	NA	NA	NA	NA	0.9092135716288918	1.0	NA	NA
PF06859	PF06859|Bicoid-interacting_protein_3_(Bin3)	11	4.0869251832614405e-5	NA	NA	NA	NA	1.166020178485218	NA	NA	NA	NA	0.3805756953711474	1.0	NA	NA
PF06862	PF06862|Protein_of_unknown_function_(DUF1253)	5	1.8576932651188365e-5	NA	NA	NA	NA	0.9830756332401235	NA	NA	NA	NA	0.5600919234074306	1.0	NA	NA
PF06870	PF06870|A49-like_RNA_polymerase_I_associated_factor	10	3.715386530237673e-5	NA	NA	NA	NA	0.4399566877154874	NA	NA	NA	NA	0.9957544915446326	1.0	NA	NA
PF06875	PF06875|Plethodontid_receptivity_factor_PRF	11	4.0869251832614405e-5	NA	NA	NA	NA	0.45396804719687234	NA	NA	NA	NA	0.9602834065852743	1.0	NA	NA
PF06881	PF06881|RNA_polymerase_II_transcription_factor_SIII_(Elongin)_subunit_A	0	0.0	NA	NA	NA	NA	0.9316729857504439	NA	NA	NA	NA	0.6216529231529372	1.0	NA	NA
PF06883	PF06883|RNA_polymerase_I,_Rpa2_specific_domain	11	4.0869251832614405e-5	NA	NA	NA	NA	0.4096148471833848	NA	NA	NA	NA	0.9129556781914157	1.0	NA	NA
