Symbol	Switch	Group	Tissue	NumSwitched
GRB2	uc002jnx.3-uc002jny.3	Interaction with driver	brca	5
AR	uc004dwv.1-uc011mpd.1	Interaction between drivers	kirp	5
EPAS1	uc002ruv.2-uc002ruw.2	Interaction with driver	kirc	62
SPSB4	uc003ett.2-uc010hum.2	Interaction with driver	lusc	5
SPSB4	uc003ett.2-uc010hum.2	Interaction with driver	kirp	2
DHX9	uc001gpr.2-uc009wyd.2	Interaction between drivers	lusc	4
DHX9	uc001gpr.2-uc009wyd.2	Interaction between drivers	luad	15
DHX9	uc001gpr.2-uc009wyd.2	Interaction between drivers	hnsc	41
DHX9	uc001gpr.2-uc009wyd.2	Interaction between drivers	kirp	3
DOCK1	uc001ljt.2-uc001ljw.1	Interaction with driver	kirp	2
DOCK1	uc001ljt.2-uc001ljw.1	Interaction with driver	coad	3
PDCD1	uc002wcq.3-uc010fzt.2	Interaction with driver	hnsc	9
PDCD1	uc002wcq.3-uc010fzt.2	Interaction with driver	coad	4
PRKAB2	uc001epe.2-uc010ozn.1	Interaction with driver	kich	7
PRKAB2	uc001epe.2-uc010ozn.1	Interaction with driver	lusc	3
PRKAB2	uc001epe.2-uc010ozn.1	Interaction with driver	kirc	13
PRKAB2	uc001epe.2-uc010ozn.1	Interaction with driver	hnsc	25
PRKAB2	uc001epe.2-uc010ozn.1	Interaction with driver	kirp	6
ARFGEF1	uc003xxo.1-uc003xxm.1	Interaction between drivers	kich	3
CD28	uc002vah.3-uc002vaj.3	Interaction with driver	kirp	10
SFRS7	uc002rqz.2-uc002rra.2	Interaction with driver	kirp	8
SFRS7	uc002rqz.2-uc002rra.2	Interaction with driver	thca	4
ANKRD2	uc001knw.2-uc009xvu.2	Interaction with driver	lusc	46
KALRN	uc011bjz.1-uc003ehk.2	Driver	lihc	5
ZFYVE16	uc003kgq.3-uc003kgt.3	Interaction with driver	kirp	2
ZFYVE16	uc003kgq.3-uc003kgt.3	Interaction with driver	coad	10
DCTN1	uc002sky.2-uc002skt.1	Interaction with driver	kich	4
DCTN1	uc002sky.2-uc002skt.1	Interaction with driver	prad	13
DCTN1	uc002sky.2-uc002skt.1	Interaction with driver	hnsc	6
DCTN1	uc002sky.2-uc002skt.1	Interaction with driver	kirp	14
DCTN1	uc002sky.2-uc002skt.1	Interaction with driver	thca	7
DCTN1	uc002sky.2-uc002skt.1	Interaction with driver	brca	11
TRA2B	uc003fpv.2-uc003fpu.2	Interaction with driver	hnsc	5
TRA2B	uc003fpv.2-uc003fpu.2	Interaction with driver	kirp	2
ENAH	uc001hpc.1-uc001hpb.1	Interaction between drivers	kirc	6
MAP3K7	uc003pnz.1-uc003pny.1	Interaction between drivers	kirp	15
PICALM	uc001pbm.2-uc001pbk.2	Interaction between drivers	prad	7
MAP4K4	uc002tbf.2-uc002tbk.2	Interaction with driver	kirc	4
MAP4K4	uc002tbf.2-uc002tbk.2	Interaction with driver	hnsc	4
MAP4K4	uc002tbf.2-uc002tbk.2	Interaction with driver	kirp	2
MDC1	uc003nrg.3-uc003nrf.3	Interaction between drivers	kich	4
MDC1	uc003nrg.3-uc003nrf.3	Interaction between drivers	hnsc	28
MDC1	uc003nrg.3-uc003nrf.3	Interaction between drivers	coad	3
MDC1	uc003nrg.3-uc003nrf.3	Interaction between drivers	brca	9
BLNK	uc001kls.3-uc009xvc.2	Interaction with driver	prad	11
BLNK	uc001kls.3-uc009xvc.2	Interaction with driver	kirc	5
TNF	uc003nui.2-uc003nuj.2	Driver	kich	6
TNF	uc003nui.2-uc003nuj.2	Driver	hnsc	6
TNF	uc003nui.2-uc003nuj.2	Driver	kirp	21
CNOT1	uc010vik.1-uc002ent.2	Driver	lusc	3
CNOT1	uc010vik.1-uc002ent.2	Driver	luad	6
SMARCC1	uc003crq.2-uc011bbc.1	Interaction with driver	kich	9
SMARCC1	uc003crq.2-uc011bbc.1	Interaction with driver	kirp	8
SMARCC1	uc003crq.2-uc011bbc.1	Interaction with driver	coad	3
RPGR	uc004deb.2-uc004dec.2	Driver	kirp	2
HIF1A	uc001xfq.2-uc001xfr.2	Interaction between drivers	hnsc	5
DSCAML1	uc001prh.1-uc001pri.1	Interaction with driver	lusc	15
FSTL3	uc010drt.1-uc002lpk.1	Driver	kirc	4
PPM1B	uc002rtt.2-uc002rtv.2	Interaction with driver	lusc	4
PPM1B	uc002rtt.2-uc002rtv.2	Interaction with driver	prad	20
PPM1B	uc002rtt.2-uc002rtv.2	Interaction with driver	luad	15
PPM1B	uc002rtt.2-uc002rtv.2	Interaction with driver	hnsc	4
CARD10	uc003asx.1-uc011ank.1	Interaction with driver	kirp	4
VTI1A	uc001kzz.2-uc001kzx.2	Driver	lusc	8
VTI1A	uc001kzz.2-uc001kzx.2	Driver	luad	14
VTI1A	uc001kzz.2-uc001kzx.2	Driver	hnsc	5
CCNC	uc003pqe.2-uc003pqd.2	Interaction with driver	kich	13
CCNC	uc003pqe.2-uc003pqd.2	Interaction with driver	lusc	5
CCNC	uc003pqe.2-uc003pqd.2	Interaction with driver	prad	5
CCNC	uc003pqe.2-uc003pqd.2	Interaction with driver	luad	7
CCNC	uc003pqe.2-uc003pqd.2	Interaction with driver	kirp	21
TXK	uc011bzj.1-uc010igj.2	Interaction with driver	kich	3
ING5	uc002wcd.2-uc002wcc.1	Interaction with driver	luad	11
ING5	uc002wcd.2-uc002wcc.1	Interaction with driver	hnsc	17
ING5	uc002wcd.2-uc002wcc.1	Interaction with driver	coad	4
ING5	uc002wcd.2-uc002wcc.1	Interaction with driver	brca	19
CASP10	uc002uxj.1-uc010ftb.1	Interaction between drivers	kich	2
CASP10	uc002uxj.1-uc010ftb.1	Interaction between drivers	luad	5
CASP10	uc002uxj.1-uc010ftb.1	Interaction between drivers	hnsc	12
CASP10	uc002uxj.1-uc010ftb.1	Interaction between drivers	kirp	25
SNX6	uc001wsf.1-uc001wse.1	Interaction with driver	lusc	15
SNX6	uc001wsf.1-uc001wse.1	Interaction with driver	kirc	10
UBE2D3	uc003hwp.2-uc003hwh.2	Interaction with driver	kich	2
BCL2L11	uc002tgv.1-uc010fke.1	Interaction between drivers	kich	2
NRXN3	uc001xuq.2-uc001xum.1	Interaction with driver	kirp	2
RBMS2	uc001sln.2-uc010sqp.1	Interaction with driver	kirc	12
RBMS2	uc001sln.2-uc010sqp.1	Interaction with driver	kirp	16
RAB8A	uc002ndn.3-uc002ndo.3	Interaction with driver	prad	20
RAB8A	uc002ndn.3-uc002ndo.3	Interaction with driver	luad	6
RAB8A	uc002ndn.3-uc002ndo.3	Interaction with driver	kirc	6
RAB8A	uc002ndn.3-uc002ndo.3	Interaction with driver	hnsc	25
RAB8A	uc002ndn.3-uc002ndo.3	Interaction with driver	kirp	15
RPS27A	uc002ryk.2-uc002ryl.2	Interaction with driver	kich	6
RGS7	uc010pyi.1-uc001hyt.2	Interaction with driver	kirp	3
NF1	uc002hgg.2-uc010wbu.1	Interaction between drivers	kich	3
PSIP1	uc003zlw.3-uc003zlz.3	Interaction between drivers	lusc	7
PSIP1	uc003zlw.3-uc003zlz.3	Interaction between drivers	coad	7
PSIP1	uc003zlw.3-uc003zlz.3	Interaction between drivers	brca	6
MYB	uc003qfc.2-uc003qfw.2	Interaction between drivers	coad	4
MAP4K1	uc002oiy.1-uc002oiw.1	Interaction between drivers	lusc	24
CREB1	uc010ziz.1-uc002vcd.2	Interaction between drivers	kich	2
PPP2R3B	uc004cpg.2-uc004cpf.2	Interaction with driver	hnsc	7
PPP2R3B	uc004cpg.2-uc004cpf.2	Interaction with driver	kirp	4
ARID2	uc001ros.1-uc001rou.1	Driver	kich	5
NFKBIZ	uc010hpo.2-uc003dvq.2	Interaction with driver	prad	19
NFKBIZ	uc010hpo.2-uc003dvq.2	Interaction with driver	kirp	7
NFKBIZ	uc010hpo.2-uc003dvq.2	Interaction with driver	brca	16
AHR	uc011jxz.1-uc003stt.3	Interaction between drivers	thca	4
CBFA2T3	uc002fmk.1-uc002fml.1	Interaction between drivers	lihc	6
MAP3K11	uc001oew.2-uc001oev.2	Interaction between drivers	luad	14
MAP3K11	uc001oew.2-uc001oev.2	Interaction between drivers	kirc	14
MAP3K11	uc001oew.2-uc001oev.2	Interaction between drivers	hnsc	15
MAP3K11	uc001oew.2-uc001oev.2	Interaction between drivers	kirp	5
MAP3K11	uc001oew.2-uc001oev.2	Interaction between drivers	coad	22
NEDD4L	uc002lhg.2-uc010dpm.1	Driver	lusc	16
KLF6	uc001iha.2-uc010qak.1	Interaction between drivers	prad	4
KLF6	uc001iha.2-uc010qak.1	Interaction between drivers	kirp	2
MDM4	uc001hba.2-uc001hbb.2	Interaction between drivers	lusc	3
MDM4	uc001hba.2-uc001hbb.2	Interaction between drivers	hnsc	42
TSHR	uc001xvd.1-uc001xvc.2	Interaction between drivers	thca	4
DNAJB2	uc002vkw.1-uc002vky.2	Interaction with driver	kich	2
DNAJB2	uc002vkw.1-uc002vky.2	Interaction with driver	lusc	7
DNAJB2	uc002vkw.1-uc002vky.2	Interaction with driver	luad	10
DNAJB2	uc002vkw.1-uc002vky.2	Interaction with driver	kirc	49
DNAJB2	uc002vkw.1-uc002vky.2	Interaction with driver	kirp	17
DNAJB2	uc002vkw.1-uc002vky.2	Interaction with driver	coad	8
ARHGAP32	uc001qez.2-uc009zcp.2	Interaction between drivers	coad	8
RHOBTB1	uc001jlk.2-uc009xpd.2	Interaction with driver	kich	7
RHOBTB1	uc001jlk.2-uc009xpd.2	Interaction with driver	kirc	8
IKBKB	uc003xow.1-uc010lxj.1	Interaction with driver	kich	5
IKBKB	uc003xow.1-uc010lxj.1	Interaction with driver	kirc	31
IKBKB	uc003xow.1-uc010lxj.1	Interaction with driver	hnsc	21
IKBKB	uc003xow.1-uc010lxj.1	Interaction with driver	coad	3
RBM11	uc002yjp.3-uc002yjo.3	Interaction with driver	coad	3
BUB1	uc010yxh.1-uc010fkb.2	Interaction with driver	kirp	5
DDX20	uc001ebs.2-uc001ebt.2	Interaction with driver	kirp	2
EXOSC8	uc001uwc.2-uc001uwa.2	Interaction with driver	kirp	3
FMR1	uc010nst.2-uc011mxa.1	Interaction between drivers	kirp	2
DOCK1	uc001ljt.2-uc009yaq.2	Interaction with driver	kich	2
PPP5C	uc002pem.2-uc010xya.1	Interaction with driver	prad	4
PDGFRB	uc003lro.2-uc003lrn.1	Interaction between drivers	kirc	4
MDM2	uc001sui.2-uc009zrg.2	Interaction between drivers	kich	5
MDM2	uc001sui.2-uc009zrg.2	Interaction between drivers	coad	7
F11R	uc009wtt.2-uc010pjv.1	Interaction with driver	hnsc	11
F11R	uc009wtt.2-uc010pjv.1	Interaction with driver	kirp	6
F11R	uc009wtt.2-uc010pjv.1	Interaction with driver	brca	10
ARHGEF4	uc010fmx.1-uc010fmw.1	Interaction with driver	lusc	27
ARHGEF4	uc010fmx.1-uc010fmw.1	Interaction with driver	luad	24
FAS	uc001kfr.2-uc010qne.1	Interaction between drivers	prad	5
FAS	uc001kfr.2-uc010qne.1	Interaction between drivers	kirp	6
UBE2W	uc003xzv.2-uc003xzw.2	Interaction with driver	lihc	4
UBE2W	uc003xzv.2-uc003xzw.2	Interaction with driver	prad	7
CD4	uc001qqv.1-uc010sfj.1	Interaction with driver	luad	5
CD4	uc001qqv.1-uc010sfj.1	Interaction with driver	kirp	2
CD4	uc001qqv.1-uc010sfj.1	Interaction with driver	coad	3
DTNB	uc002rgq.2-uc002rgg.2	Interaction with driver	kich	6
DTNB	uc002rgq.2-uc002rgg.2	Interaction with driver	kirp	19
FBXW5	uc004cjx.2-uc010nbx.2	Interaction with driver	lihc	4
WWC1	uc003lzv.2-uc003lzw.2	Interaction with driver	kirc	12
WWC1	uc003lzv.2-uc003lzw.2	Interaction with driver	kirp	13
VASP	uc002pcg.2-uc010eki.2	Interaction with driver	kich	4
VASP	uc002pcg.2-uc010eki.2	Interaction with driver	kirp	7
VASP	uc002pcg.2-uc010eki.2	Interaction with driver	coad	7
RALGDS	uc004cco.2-uc004cct.1	Interaction between drivers	kirp	9
IQGAP1	uc002bpl.1-uc010uqg.1	Interaction with driver	kich	3
ARNT	uc001evr.1-uc010pck.1	Interaction between drivers	lusc	6
ARNT	uc001evr.1-uc010pck.1	Interaction between drivers	hnsc	6
ARNT	uc001evr.1-uc010pck.1	Interaction between drivers	coad	3
EPHA3	uc010hon.1-uc003dqy.2	Driver	brca	6
MAP4K2	uc001obh.2-uc001obg.2	Interaction between drivers	kich	3
MAP4K2	uc001obh.2-uc001obg.2	Interaction between drivers	lusc	7
MAP4K2	uc001obh.2-uc001obg.2	Interaction between drivers	prad	11
MAP4K2	uc001obh.2-uc001obg.2	Interaction between drivers	kirc	33
MAP4K2	uc001obh.2-uc001obg.2	Interaction between drivers	kirp	23
MAP4K2	uc001obh.2-uc001obg.2	Interaction between drivers	coad	14
MAP4K2	uc001obh.2-uc001obg.2	Interaction between drivers	brca	12
KLHL12	uc001gyo.1-uc001gym.1	Interaction with driver	kich	5
KLHL12	uc001gyo.1-uc001gym.1	Interaction with driver	lusc	3
KLHL12	uc001gyo.1-uc001gym.1	Interaction with driver	prad	19
KLHL12	uc001gyo.1-uc001gym.1	Interaction with driver	luad	7
KLHL12	uc001gyo.1-uc001gym.1	Interaction with driver	hnsc	28
KLHL12	uc001gyo.1-uc001gym.1	Interaction with driver	kirp	22
KLHL12	uc001gyo.1-uc001gym.1	Interaction with driver	coad	7
KLHL12	uc001gyo.1-uc001gym.1	Interaction with driver	brca	9
SMAD3	uc010ujs.1-uc010ujt.1	Driver	prad	7
SMAD3	uc010ujs.1-uc010ujt.1	Driver	luad	4
SMAD3	uc010ujs.1-uc010ujt.1	Driver	kirc	41
SMAD3	uc010ujs.1-uc010ujt.1	Driver	hnsc	27
SMAD3	uc010ujs.1-uc010ujt.1	Driver	kirp	32
SUV39H1	uc004dkn.2-uc011mmg.1	Interaction with driver	luad	14
SUV39H1	uc004dkn.2-uc011mmg.1	Interaction with driver	hnsc	7
SUV39H1	uc004dkn.2-uc011mmg.1	Interaction with driver	kirp	21
NUP98	uc001lyh.2-uc001lyg.2	Interaction between drivers	kirp	2
NUP43	uc003qmz.2-uc003qmx.3	Interaction with driver	prad	5
NUP43	uc003qmz.2-uc003qmx.3	Interaction with driver	hnsc	3
SQSTM1	uc003mkw.3-uc011dgs.1	Interaction with driver	lusc	5
SQSTM1	uc003mkw.3-uc011dgs.1	Interaction with driver	luad	5
SQSTM1	uc003mkw.3-uc011dgs.1	Interaction with driver	brca	24
CD79B	uc002jdo.1-uc002jdr.1	Driver	brca	7
RAD51C	uc002iwu.2-uc002iwt.1	Interaction with driver	hnsc	4
RAD51C	uc002iwu.2-uc002iwt.1	Interaction with driver	kirp	8
TNS4	uc010cxb.2-uc002huu.3	Interaction with driver	hnsc	30
KLHL8	uc003hql.1-uc010ikj.1	Driver	kich	6
KLHL8	uc003hql.1-uc010ikj.1	Driver	hnsc	3
CYTH4	uc003arf.2-uc010gxe.2	Driver	luad	6
RPS6KB1	uc002ixy.2-uc002ixz.2	Interaction between drivers	kich	2
RPS6KB1	uc002ixy.2-uc002ixz.2	Interaction between drivers	luad	5
RPS6KB1	uc002ixy.2-uc002ixz.2	Interaction between drivers	kirp	13
CHD1	uc003knf.2-uc010jbn.2	Interaction with driver	kich	14
CHD1	uc003knf.2-uc010jbn.2	Interaction with driver	lusc	4
CHD1	uc003knf.2-uc010jbn.2	Interaction with driver	kirc	64
CHD1	uc003knf.2-uc010jbn.2	Interaction with driver	coad	13
CDKN2A	uc003zpl.2-uc003zpk.2	Interaction between drivers	luad	5
CDKN2A	uc003zpl.2-uc003zpk.2	Interaction between drivers	hnsc	8
PRDM2	uc001avk.2-uc009voe.2	Interaction with driver	kich	7
FMNL1	uc002iin.2-uc002iiq.2	Interaction with driver	brca	6
SMARCA2	uc003zhd.2-uc003zhg.2	Interaction with driver	kirc	5
RAB40B	uc002kft.2-uc002kfs.2	Interaction with driver	prad	6
RAB40B	uc002kft.2-uc002kfs.2	Interaction with driver	luad	7
RAB40B	uc002kft.2-uc002kfs.2	Interaction with driver	hnsc	5
RAB40B	uc002kft.2-uc002kfs.2	Interaction with driver	kirp	6
RAB40B	uc002kft.2-uc002kfs.2	Interaction with driver	thca	5
ACSL3	uc002vnk.2-uc002vni.2	Driver	lusc	4
CASP9	uc001awn.2-uc001awq.2	Interaction between drivers	kich	2
ITSN2	uc002rff.2-uc002rfh.1	Interaction with driver	thca	4
DDX3X	uc004dfe.2-uc011mks.1	Interaction between drivers	lusc	10
DDX3X	uc004dfe.2-uc011mks.1	Interaction between drivers	coad	29
UCHL5	uc001gso.2-uc010pov.1	Interaction with driver	hnsc	3
MPP6	uc003swy.2-uc010kur.2	Interaction with driver	hnsc	11
MPP6	uc003swy.2-uc010kur.2	Interaction with driver	kirp	14
LNX1	uc003hag.3-uc003hah.3	Interaction with driver	prad	8
LNX1	uc003hag.3-uc003hah.3	Interaction with driver	kirc	5
FUS	uc002ebf.2-uc002ebe.1	Interaction between drivers	luad	6
TCEA1	uc010lyg.2-uc003xru.2	Interaction between drivers	hnsc	9
FASLG	uc001git.2-uc001gis.2	Interaction with driver	lihc	23
FASLG	uc001git.2-uc001gis.2	Interaction with driver	prad	4
FASLG	uc001git.2-uc001gis.2	Interaction with driver	kirc	4
FASLG	uc001git.2-uc001gis.2	Interaction with driver	kirp	2
ING4	uc001qpw.3-uc009zev.2	Interaction with driver	kirp	3
STAM	uc001ipj.1-uc009xjw.1	Interaction with driver	kich	3
STAM	uc001ipj.1-uc009xjw.1	Interaction with driver	lusc	3
STAM	uc001ipj.1-uc009xjw.1	Interaction with driver	luad	7
STAM	uc001ipj.1-uc009xjw.1	Interaction with driver	kirc	7
STAM	uc001ipj.1-uc009xjw.1	Interaction with driver	kirp	6
STAM	uc001ipj.1-uc009xjw.1	Interaction with driver	coad	4
STAM	uc001ipj.1-uc009xjw.1	Interaction with driver	brca	17
RIPK1	uc003mux.2-uc011dhs.1	Interaction with driver	kirp	12
PHF1	uc003oeh.2-uc010jux.2	Interaction with driver	kirc	4
ARHGAP10	uc003ilf.2-uc003ili.2	Interaction with driver	kich	7
ARHGAP10	uc003ilf.2-uc003ili.2	Interaction with driver	prad	7
ARHGAP10	uc003ilf.2-uc003ili.2	Interaction with driver	luad	13
ARHGAP10	uc003ilf.2-uc003ili.2	Interaction with driver	kirc	21
ARHGAP10	uc003ilf.2-uc003ili.2	Interaction with driver	kirp	27
ARHGAP10	uc003ilf.2-uc003ili.2	Interaction with driver	coad	7
ARHGAP10	uc003ilf.2-uc003ili.2	Interaction with driver	brca	13
FHOD1	uc002esl.2-uc002esk.2	Interaction with driver	kirp	2
TRIM29	uc001pwz.2-uc001pwy.2	Interaction with driver	kirc	4
TRIM29	uc001pwz.2-uc001pwy.2	Interaction with driver	kirp	11
KALRN	uc003ehj.2-uc003ehk.2	Interaction between drivers	kirp	17
