Feature	TotalMutations	TotalLength	ExpectedMutFrequency	fc_m	p_m	adjp_m	H_m	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Frame_Shift_Del_out	Frame_Shift_Ins_out	Nonsense_Mutation_out
PF05769|Protein_of_unknown_function_(DUF837)	7	3877	0.000141077807522056	0.250070606924146	0.999999414581481	1	0.975503759006109	1	0	0	0	5	1	0	1	0	1
PF05770|Inositol_1,_3,_4-trisphosphate_5/6-kinase	8	2167	7.88536520248377e-05	0.511318474807787	0.987655081252812	1	0.967132018086354	0	0	0	0	8	0	0	0	0	0
PF05773|RWD_domain	45	13641	0.000496374096571671	0.456905845162391	0.999999999425742	1	0.96262128953898	2	0	0	0	38	5	0	2	0	6
PF05781|MRVI1_protein	36	11303	0.000411298028997111	0.441132629132809	0.999999995115126	1	0.90891139062895	0	0	0	0	34	2	0	0	0	2
PF05782|Extracellular_matrix_protein_1_(ECM1)	25	5929	0.000215746794118718	0.584008230154998	0.998724602106176	1	0.863255718242212	1	5	0	0	17	2	0	1	5	2
PF05783|Dynein_light_intermediate_chain_(DLIC)	36	6980	0.00025399099729274	0.714344141416639	0.985822602782093	1	0.92462282915489	5	1	1	0	28	1	0	5	1	1
PF05786|Condensin_complex_subunit_2	35	5386	0.000195987895618724	0.900040608099625	0.75494682348857	1	0.882953587132317	3	0	0	0	31	1	0	3	1	1
PF05790|Immunoglobulin_C2-set_domain	25	3897	0.000141805575422608	0.888525736871692	0.748235603009732	1	0.76851151197971	1	9	0	0	15	0	0	4	16	2
PF05793|Transcription_initiation_factor_IIF,_alpha_subunit_(TFIIF-alpha)	14	3598	0.000130925445309352	0.538923703749258	0.996120142541974	1	0.91069949416619	0	1	0	0	13	0	0	0	1	0
PF05794|T-complex_protein_11	52	9350	0.000340231493508183	0.770286243519261	0.977949241500685	1	0.941239692412617	2	0	0	0	44	6	0	4	0	6
PF05804|Kinesin-associated_protein_(KAP)	29	7491	0.00027258546715185	0.536189876390765	0.999928608303158	1	0.867386442383745	4	1	0	0	21	3	0	4	1	3
PF05805|L6_membrane_protein	43	2930	0.000106617997430907	2.0326436348577	1.99857220767903e-05	0.0830606609511405	0.963829429882389	0	3	0	0	35	5	0	0	3	5
PF05808|Podoplanin	7	1610	5.85853159944572e-05	0.602188660276345	0.943661076953746	1	0.916516443199602	0	0	0	0	7	0	0	0	0	0
PF05811|Eukaryotic_protein_of_unknown_function_(DUF842)	9	1408	5.12348601988793e-05	0.885319976400593	0.685544265713235	1	0.970835762725816	0	0	0	0	8	1	0	0	0	1
PF05817|Oligosaccharyltransferase_subunit_Ribophorin_II	16	6875	0.00025017021581484	0.322335166518829	0.999999991811575	1	0.822062215373401	0	4	0	0	10	2	0	0	4	2
PF05822|Pyrimidine_5'-nucleotidase_(UMPH-1)	23	4810	0.000175028180082819	0.662282331156313	0.985699904868734	1	0.95243431500556	1	0	0	0	21	1	0	1	0	2
PF05825|Beta-microseminoprotein_(PSP-94)	14	93	3.38412073756802e-06	20.8499729687079	2.32243859424528e-14	1.00422244815166e-10	0.852218902487608	0	1	0	0	10	3	0	0	1	3
PF05826|Phospholipase_A2	11	525	1.91039073894969e-05	2.9019758295222	0.0018922629812656	1	0.948769510358905	0	0	0	0	11	0	0	4	0	1
PF05827|Vacuolar_ATP_synthase_subunit_S1_(ATP6S1)	9	4455	0.000162110299848017	0.279804832047595	0.999999599536796	1	0.968392514041222	2	0	0	0	6	1	0	2	0	1
PF05832|Eukaryotic_protein_of_unknown_function_(DUF846)	22	3532	0.00012852381123753	0.862705158833043	0.782443829350653	1	0.642466113420063	3	0	0	0	19	0	0	3	0	0
PF05833|Fibronectin-binding_protein_A_N-terminus_(FbpA)	13	5060	0.000184125278839723	0.355838753799659	0.999997654510715	1	0.955398960984103	0	0	0	0	11	2	0	0	0	2
PF05835|Synaphin_protein	30	754	2.74368498508203e-05	5.51074503435913	2.35525579007015e-13	1.01487971994123e-09	0.963818489608978	4	0	2	0	22	2	0	4	0	2
PF05837|Centromere_protein_H_(CENP-H)	5	105	3.82078147789938e-06	6.59539961255045	0.00111599914666128	1	0.827729376770643	1	0	0	0	4	0	0	2	0	0
PF05839|Apc13p_protein	2	792	2.88196088618696e-05	0.349756040059493	0.977929170543878	1	1	0	1	0	0	1	0	0	0	1	0
PF05843|Suppressor_of_forked_protein_(Suf)	20	2192	7.9763361900528e-05	1.26371707904707	0.175803266394783	1	0.849782764550031	3	0	1	0	15	1	0	6	3	4
PF05856|ARP2/3_complex_20_kDa_subunit_(ARPC4)	4	847	3.08209705883883e-05	0.654089217773598	0.858802409539167	1	0.946394630357186	0	0	0	0	4	0	0	0	0	0
PF05859|Mis12_protein	8	1606	5.84397624143467e-05	0.689929722857083	0.891277694806612	1	0.969022255665134	0	0	0	0	6	2	0	0	0	2
PF05873|ATP_synthase_D_chain,_mitochondrial_(ATP5H)	1	1738	6.32430305579917e-05	0.0796912496338086	0.999996450933576	1	0	0	0	0	0	1	0	0	0	0	0
PF05875|Ceramidase	37	3454	0.000125685516425376	1.48367848840524	0.0140636085701551	1	0.935035449673452	0	0	0	0	35	2	0	0	0	2
PF05881|2',3'-cyclic_nucleotide_3'-phosphodiesterase_(CNP_or_CNPase)	7	2585	9.406400114638e-05	0.375057540829755	0.999342277533364	1	0.962961064794514	1	0	0	0	6	0	0	1	0	0
PF05889|Soluble_liver_antigen/liver_pancreas_antigen_(SLA/LP_autoantigen)	7	4378	0.00015930839343089	0.221453573102996	0.999999968314017	1	0.921185496588554	0	0	0	0	6	1	0	0	0	1
PF05890|Eukaryotic_rRNA_processing_protein_EBP2	9	3069	0.000111675984339745	0.406168304585218	0.999480537528508	1	0.935944697445866	0	0	0	0	9	0	0	0	0	0
PF05891|AdoMet_dependent_proline_di-methyltransferase	14	2365	8.60585542403051e-05	0.819893228790626	0.804058710344828	1	0.941734626111336	1	0	0	0	12	1	0	1	0	1
PF05902|4.1_protein_C-terminal_domain_(CTD)	39	4609	0.000167714112682269	1.17197489318265	0.181024494634822	1	0.923370449516463	1	1	0	0	34	3	0	6	2	11
PF05903|PPPDE_putative_peptidase_domain	7	3014	0.000109674622613226	0.321673438302892	0.999929393047795	1	0.916516443199602	1	0	0	0	5	1	0	1	0	1
PF05907|Eukaryotic_protein_of_unknown_function_(DUF866)	5	1738	6.32430305579917e-05	0.398456248169043	0.994836086470015	1	1	0	0	1	0	4	0	0	0	0	0
PF05914|RIB43A	18	2788	0.000101450845336985	0.894211281758992	0.712721262550738	1	0.955897076407558	0	0	0	0	15	3	0	0	0	4
PF05915|Eukaryotic_protein_of_unknown_function_(DUF872)	9	2585	9.406400114638e-05	0.482216838209685	0.995252566922702	1	0.982567593073363	1	0	0	0	8	0	0	1	0	0
PF05916|GINS_complex_protein	4	756	2.75096266408755e-05	0.732822179172272	0.793539998546125	1	1	0	0	0	0	4	0	0	0	0	0
PF05918|Apoptosis_inhibitory_protein_5_(API5)	20	5632	0.000204939440795517	0.491844431333663	0.999877573513111	1	0.913815357055174	0	0	0	0	15	5	0	0	0	5
PF05920|Homeobox_KN_domain	41	3627	0.000131980708765153	1.56565731083704	0.00442858687394095	1	0.857793796635125	3	1	0	0	36	1	0	16	3	12
PF05922|Peptidase_inhibitor_I9	3	438	1.59381170220946e-05	0.948653368928489	0.612191011992874	1	0.91829583405449	0	0	0	0	3	0	0	0	0	0
PF05923|APC_cysteine-rich_region	32	1870	6.80462987016366e-05	2.3701115185208	1.2912724438224e-05	0.0537556718363265	0.469348136880646	8	4	0	0	9	11	0	262	129	794
PF05924|SAMP_Motif	5	616	2.24152513370097e-05	1.12421584304837	0.457912768753776	1	0.240642698295787	1	1	0	0	3	0	0	140	78	393
PF05934|Mid-1-related_chloride_channel_(MCLC)	18	5906	0.000214909861033083	0.422123442862186	0.999992963994952	1	0.901743000914099	1	3	0	0	14	0	0	1	3	0
PF05937|EB-1_Binding_Domain	6	1903	6.92471157375478e-05	0.436689622270813	0.993413784837176	1	0.638494704134812	0	0	0	0	5	1	0	49	26	136
PF05956|APC_basic_domain	22	3916	0.000142496954928133	0.778108943053704	0.902821088999772	1	0.694914662967618	1	0	0	0	17	4	0	48	26	138
PF05958|tRNA_(Uracil-5-)-methyltransferase	4	2057	7.48509285718003e-05	0.269330854377364	0.999761600246328	1	0.946394630357186	1	0	0	0	2	1	0	2	0	1
PF05964|F/Y-rich_N-terminus	13	1618	5.88764231546781e-05	1.11282082461451	0.387719165790767	1	0.647780251320526	2	0	0	0	10	1	0	60	30	66
PF05965|F/Y_rich_C-terminus	17	2739	9.96678139806324e-05	0.859641351471526	0.764132028909625	1	0.763653400677027	1	1	0	0	14	1	0	69	34	72
PF05970|PIF1-like_helicase	5	537	1.95405681298283e-05	1.28960327619701	0.34717955378741	1	0.864973520717927	2	0	0	0	2	1	0	2	0	1
PF05971|Protein_of_unknown_function_(DUF890)	6	3190	0.000116078980138086	0.260507947078795	0.999993240847014	1	1	0	0	0	0	5	1	0	0	0	1
PF05972|APC_15_residue_motif	3	649	2.36160683729209e-05	0.640231395363141	0.846271062677265	1	0.613147192765458	0	0	0	0	3	0	0	35	8	168
PF05978|Ion_channel_regulatory_protein_UNC-93	15	2101	7.64520179530152e-05	0.988839066136788	0.551590987296616	1	0.975176744093026	0	0	0	0	13	2	0	0	0	2
PF05983|MED7_protein	10	1738	6.32430305579917e-05	0.796912496338086	0.802257823425885	1	0.917208893279194	0	0	0	0	9	1	0	0	0	1
PF05986|ADAM-TS_Spacer_1	131	12173	0.000442955932671135	1.49050721548725	1.04779165244206e-05	0.0436510002407361	0.895809389068543	3	12	0	0	110	6	0	29	22	38
PF05994|Cytoplasmic_Fragile-X_interacting_family	71	18436	0.000670856450729076	0.533398829589538	0.999999998681004	1	0.896848612536588	1	0	0	0	63	7	0	4	0	8
PF05997|Nucleolar_protein,Nop52	15	4631	0.000168514657372877	0.448618198651132	0.999874394923343	1	0.964238826073242	0	0	1	0	14	0	0	0	0	0
PF06001|Domain_of_Unknown_Function_(DUF902)	4	451	1.64111661574535e-05	1.22841145776993	0.409976319425729	1	0.433597239476832	0	0	0	0	4	0	0	0	2	12
PF06003|Survival_motor_neuron_protein_(SMN)	1	3917	0.000142533343323161	0.0353595588112227	0.999999999999479	1	0	0	0	0	0	1	0	0	0	0	0
PF06008|Laminin_Domain_I	58	8281	0.000301332299223665	0.970075682657462	0.608834803922315	1	0.908754411931814	2	1	1	0	49	5	0	16	6	17
PF06009|Laminin_Domain_II	15	4114	0.000149701857143601	0.504995351957557	0.998914990365153	1	0.78387955616654	0	0	2	0	11	2	0	17	6	22
PF06017|Myosin_tail	58	10946	0.000398307371972254	0.733893360870313	0.994253715694051	1	0.880959812207743	3	1	0	0	53	1	0	11	3	15
PF06021|Aralkyl_acyl-CoA:amino_acid_N-acyltransferase	42	2161	7.8635321654672e-05	2.69187526990722	2.4121661594113e-08	0.000102275845159039	0.891188461629239	1	0	0	0	37	4	0	1	0	4
PF06027|Eukaryotic_protein_of_unknown_function_(DUF914)	35	5250	0.000191039073894969	0.923355945757062	0.70338720636713	1	0.912336825023494	2	2	0	0	28	3	0	2	2	3
PF06031|SERTA_motif	10	549	1.99772288701596e-05	2.52283045288815	0.00766339325065601	1	0.897951637144692	0	0	0	0	10	0	0	0	1	1
PF06046|Exocyst_complex_component_Sec6	81	9207	0.000335027953019234	1.21850491375565	0.0460356425509541	1	0.921424396806317	2	1	0	1	75	2	0	3	1	3
PF06052|3-hydroxyanthranilic_acid_dioxygenase	5	1460	5.31270567403152e-05	0.474326684464244	0.979476895801661	1	1	0	0	0	0	5	0	0	0	0	0
PF06058|Dcp1-like_decapping_family	3	2607	9.48645458369875e-05	0.159382499267617	0.999998683214569	1	0.792481250360578	0	0	0	0	3	0	0	0	1	0
PF06060|Pre-pro-megakaryocyte_potentiating_factor_precursor_(Mesothelin)	37	4968	0.000180777546497182	1.03152687176967	0.447150280724497	1	0.843805188531483	2	0	0	0	35	0	0	5	1	2
PF06068|TIP49_C-terminus	22	8701	0.000316615425135262	0.350198209515953	0.999999999131443	1	0.94089212044646	0	0	0	0	18	4	0	0	0	4
PF06071|Protein_of_unknown_function_(DUF933)	2	913	3.32226046602108e-05	0.303402829931127	0.989589033695511	1	1	0	0	0	0	1	1	0	1	0	1
PF06079|Apyrase	10	3168	0.000115278435447478	0.437195050074367	0.999127216919741	1	0.94268071481726	0	0	0	0	9	1	0	1	0	1
PF06080|Protein_of_unknown_function_(DUF938)	5	2200	8.00544690607489e-05	0.314780436053544	0.999562509510446	1	0.864973520717927	1	0	0	0	4	0	0	1	0	0
PF06087|Tyrosyl-DNA_phosphodiesterase	17	4609	0.000167714112682269	0.510860850874487	0.999297164712562	1	0.862295946998604	1	0	0	0	16	0	0	1	0	0
PF06090|Inositol-pentakisphosphate_2-kinase	10	4895	0.000178121193660166	0.282948706564983	0.99999985947524	1	0.913864688385322	1	0	0	0	8	1	0	2	0	1
PF06093|Spt4/RpoE2_zinc_finger	2	847	3.08209705883883e-05	0.327044608886799	0.984285692882229	1	1	0	0	0	0	1	1	0	0	0	1
PF06094|AIG2-like_family	1	1265	4.60313197099306e-05	0.109488847322972	0.999892019569691	1	0	0	0	0	0	1	0	0	0	0	0
PF06098|Radial_spoke_protein_3	12	3146	0.000114477890756871	0.528302829740214	0.994820280644615	1	0.975664137553483	0	1	0	0	11	0	0	0	1	0
PF06105|Aph-1_protein	17	5346	0.00019453235981762	0.44043353192677	0.999966769583182	1	0.95552903527632	1	0	0	0	16	0	0	1	0	0
PF06113|Brain_and_reproductive_organ-expressed_protein_(BRE)	19	3652	0.000132890418640843	0.720581721086426	0.943553888011998	1	0.898260486861424	1	2	0	0	13	3	0	1	2	3
PF06119|Nidogen-like	20	2794	0.000101669175707151	0.991434444263131	0.545028232183268	1	0.841450760867331	0	0	0	0	18	2	0	3	1	4
PF06140|Interferon-induced_6-16_family	13	2541	9.2462911765165e-05	0.708596652588065	0.920355848517612	1	0.954908028417711	1	0	0	1	11	0	0	1	0	0
PF06148|COG_(conserved_oligomeric_Golgi)_complex_component,_COG2	7	660	2.40163407182247e-05	1.46897536824987	0.204353380785805	1	0.869915529773626	5	0	0	0	2	0	0	5	0	0
PF06155|Protein_of_unknown_function_(DUF971)	6	1218	4.43210651436328e-05	0.682282718539701	0.871221256348917	1	0.969723899868247	0	1	0	0	4	1	0	0	1	1
PF06159|Protein_of_unknown_function_(DUF974)	5	2533	9.21718046049441e-05	0.273397931037425	0.999933063849062	1	1	0	0	0	0	4	1	0	0	0	1
PF06179|Surfeit_locus_protein_5_subunit_22_of_Mediator_complex	5	1210	4.40299579834119e-05	0.572328065551898	0.93546299068005	1	0.960964047443681	0	0	0	0	5	0	0	0	0	0
PF06201|PITH_domain	14	3157	0.000114878163102175	0.614205728884964	0.98078411205534	1	0.96110093337444	0	0	0	0	13	1	0	0	0	1
PF06202|Amylo-alpha-1,6-glucosidase	22	4983	0.000181323372422596	0.611494003812624	0.995072212931715	1	0.832991935607675	3	2	0	0	16	1	0	3	3	5
PF06211|BMP_and_activin_membrane-bound_inhibitor_(BAMBI)_N-terminal_domain	7	1070	3.89355826795461e-05	0.906096956116744	0.651960755319484	1	0.962961064794514	0	0	0	0	6	1	0	0	0	1
PF06212|GRIM-19_protein	6	1397	5.08345878535756e-05	0.594860666557879	0.93611755945445	1	0.959147917027245	0	0	0	0	6	0	0	0	0	0
PF06214|Signaling_lymphocytic_activation_molecule_(SLAM)_protein	13	1000	3.63883950276132e-05	1.80054409422627	0.0332629281817704	1	0.885035554404686	0	0	0	0	12	1	0	0	0	1
PF06218|Nitrogen_permease_regulator_2	6	4114	0.000149701857143601	0.201998140783023	0.999999971092251	1	0.896240625180289	0	0	0	0	6	0	0	0	0	0
PF06220|U1_zinc_finger	4	385	1.40095320856311e-05	1.43899627910192	0.303552599203232	1	0.946394630357186	0	0	0	0	4	0	0	0	0	0
PF06229|FRG1-like_family	221	924	3.36228770055146e-05	33.126893508492	3.26257748731616e-245	1.45641459033793e-241	0.757466521946703	0	8	4	0	203	6	0	0	8	7
PF06237|Protein_of_unknown_function_(DUF1011)	14	2678	9.7448121883948e-05	0.724065528786345	0.913641041707574	1	0.96110093337444	1	1	2	0	9	1	0	1	1	2
PF06239|Evolutionarily_conserved_signalling_intermediate_in_Toll_pathway	4	2497	9.086182238395e-05	0.221871672989282	0.999982865754556	1	0.946394630357186	1	0	0	0	3	0	0	1	0	0
PF06244|Protein_of_unknown_function_(DUF1014)	0	1309	4.76324090911456e-05	0	1	1	NA	0	0	0	0	0	0	0	0	0	1
PF06246|Isy1-like_splicing_family	11	2926	0.000106472443850796	0.520689443096088	0.994175422346085	1	0.973214633425146	0	0	0	0	11	0	0	0	0	0
PF06268|Fascin_domain	24	6756	0.000245839996806554	0.492019154044616	0.99996869298478	1	0.965487800737016	1	0	1	0	22	0	0	1	0	0
PF06278|Protein_of_unknown_function_(DUF1032)	26	6094	0.000221750879298275	0.590923562266581	0.998660540016482	1	0.947086362102962	1	0	0	0	24	1	0	1	0	1
PF06292|Domain_of_Unknown_Function_(DUF1041)	11	1197	4.35569088480529e-05	1.2727964164571	0.252544322229994	1	0.696116649161281	0	0	0	0	10	1	0	6	2	7
PF06293|Lipopolysaccharide_kinase_(Kdo/WaaP)_family	10	1530	5.56742443922481e-05	0.905250927212806	0.664537827871818	1	0.934977529767123	2	3	0	0	5	0	0	2	3	0
PF06294|Domain_of_Unknown_Function_(DUF1042)	21	1562	5.68386730331317e-05	1.86208145271111	0.00610639040877563	1	0.884244704524725	2	0	0	0	16	3	0	2	0	4
PF06297|PET_Domain	22	4903	0.000178412300820387	0.621471470731859	0.993634159715586	1	0.923483025156496	1	0	0	0	21	0	0	2	0	0
PF06309|Torsin	15	4158	0.000151302946524815	0.499651485799276	0.999090616159735	1	0.946081887466035	1	0	0	0	13	1	0	1	0	1
PF06311|NUMB_domain	6	1837	6.68454816657254e-05	0.452379069777548	0.990966681119813	1	0.920782221161602	1	0	0	0	5	0	0	2	0	0
PF06312|Neurexophilin	73	3373	0.000122738056428139	2.99755339639485	1.44955822999176e-15	6.28093581055432e-12	0.934690952279475	2	2	0	0	66	3	0	2	2	4
PF06320|GCN5-like_protein_1_(GCN5L1)	3	1287	4.68318644005381e-05	0.322851729285686	0.99507440078138	1	0.91829583405449	0	0	0	0	2	1	0	0	0	1
PF06325|Ribosomal_protein_L11_methyltransferase_(PrmA)	11	3360	0.00012226500729278	0.453433723362843	0.99907421264791	1	0.885736206092182	0	0	0	0	9	2	0	0	0	5
PF06327|Domain_of_Unknown_Function_(DUF1053)	53	3558	0.000129469909508248	2.06314777087371	1.59488860695235e-06	0.006693747483379	0.863342628575013	5	0	0	0	46	2	0	14	2	3
PF06328|Ig-like_C2-type_domain	18	2812	0.000102324166817648	0.886579322028474	0.725450480988004	1	0.89310781283053	0	0	1	0	17	0	0	3	0	3
PF06333|Mediator_complex_subunit_13_C-terminal	49	5775	0.000210142981284466	1.1751802945999	0.146354909621596	1	0.919882149320097	1	0	2	0	43	3	0	9	3	5
PF06337|DUSP_domain	25	6580	0.000239435639281695	0.526228692490727	0.999872324803981	1	0.92458950368497	0	0	0	0	22	3	0	4	2	6
PF06345|DRF_Autoregulatory_Domain	2	420	1.52831259115975e-05	0.659539961255045	0.805643759772447	1	0.289064826317888	0	0	1	0	1	0	0	3	2	9
PF06346|Formin_Homology_Region_1	16	1172	4.26471989723626e-05	1.89083128823972	0.0133210484493035	1	0	6	0	0	0	10	0	0	18	0	0
PF06350|Hormone-sensitive_lipase_(HSL)_N-terminus	6	3454	0.000125685516425376	0.240596511633282	0.999998532556885	1	0.826165047177116	0	0	0	0	6	0	0	0	0	1
PF06365|CD34/Podocalyxin_family	20	4345	0.000158107576394979	0.637529997070469	0.987711941248152	1	0.844602263510539	2	0	0	0	16	2	0	4	3	5
PF06367|Diaphanous_FH3_Domain	41	13564	0.000493572190154545	0.418655195105126	0.999999999974102	1	0.931437647138172	2	0	0	0	37	2	0	4	2	6
PF06371|Diaphanous_GTPase-binding_Domain	43	11322	0.000411989408502636	0.526024187434469	0.999999055472286	1	0.934348485107579	1	2	0	0	39	1	0	2	3	3
PF06372|Gemin6_protein	5	1826	6.64452093204216e-05	0.379253537413909	0.996724698103809	1	0.721928094887362	0	0	0	0	4	1	0	0	0	1
PF06375|Bovine_leukaemia_virus_receptor_(BLVR)	4	1460	5.31270567403152e-05	0.379461347571396	0.993069600196641	1	0.75	0	0	0	0	4	0	0	2	0	1
PF06384|Beta-catenin-interacting_protein_ICAT	1	930	3.38412073756802e-05	0.148928378347913	0.998787111556794	1	0	1	0	0	0	0	0	0	1	0	0
PF06387|D1_dopamine_receptor-interacting_protein_(calcyon)	14	1098	3.99544577403192e-05	1.7659813170217	0.0320818642503415	1	0.935784974019201	2	0	0	0	11	1	0	2	0	1
PF06388|Protein_of_unknown_function_(DUF1075)	16	1573	5.72389453784355e-05	1.4088075459739	0.112889002562093	1	0.963139650810911	1	0	0	0	14	1	0	1	0	1
PF06393|BH3_interacting_domain_(BID)	12	2134	7.76528349889265e-05	0.778838192297429	0.840825172883555	1	0.957742056202218	0	1	0	0	11	0	0	0	1	0
PF06396|Angiotensin_II,_type_I_receptor-associated_protein_(AGTRAP)	3	1738	6.32430305579917e-05	0.239073748901426	0.999672455515458	1	0.91829583405449	0	0	0	0	3	0	0	0	0	0
PF06409|Nuclear_pore_complex_interacting_protein_(NPIP)	7	11942	0.000434550213419756	0.0811860444686749	1	1	0.962961064794514	0	0	0	0	6	1	0	0	0	1
PF06413|Neugrin	1	2398	8.72593712762163e-05	0.0577578781749622	0.99999996976939	1	0	1	0	0	0	0	0	0	1	0	0
PF06417|Protein_of_unknown_function_(DUF1077)	6	1276	4.64315920552344e-05	0.651269867696988	0.896638119824759	1	1	0	0	0	0	6	0	0	0	0	0
PF06418|CTP_synthase_N-terminus	16	5549	0.000201919204008225	0.399361014564237	0.999994763344566	1	0.899774284932523	1	0	0	0	14	1	0	1	0	1
PF06419|Conserved_oligomeric_complex_COG6	18	4808	0.000174955403292764	0.518523513632294	0.999317794258474	1	0.868698111963097	2	0	0	0	14	2	0	2	0	2
PF06421|GTP-binding_protein_LepA_C-terminus	3	946	3.4423421696122e-05	0.43922851542355	0.96633252937782	1	1	0	0	0	0	3	0	0	0	1	1
PF06423|GWT1	4	162	5.89491999447333e-06	3.41983683613727	0.0311953999866001	1	0.946394630357186	0	0	1	0	3	0	0	1	0	0
PF06424|PRP1_splicing_factor,_N-terminal	8	1248	4.54127169944612e-05	0.887842255535637	0.677349466021564	1	0.969022255665134	0	0	0	0	8	0	0	0	0	0
PF06427|UDP-glucose:Glycoprotein_Glucosyltransferase	9	3906	0.000142133070977857	0.319132239316957	0.999992311294851	1	0.859793388095232	0	0	0	0	8	1	0	4	1	4
PF06428|GDP/GTP_exchange_factor_Sec2p	4	1734	6.30974769778812e-05	0.319500327251579	0.998469340705246	1	1	0	0	0	0	4	0	0	0	0	0
PF06432|Phosphatidylinositol_N-acetylglucosaminyltransferase	5	2970	0.000108073533232011	0.233170693372996	0.99999479434511	1	0.960964047443681	0	0	0	0	4	1	0	0	0	1
PF06441|Epoxide_hydrolase_N_terminus	10	448	1.63020009723707e-05	3.09159356838302	0.00190269878554609	1	0.842737648613667	3	4	0	0	3	0	0	3	4	0
PF06445|GyrI-like_small_molecule_binding_domain	6	1529	5.56378559972205e-05	0.543505788869429	0.963358495238576	1	0.969723899868247	0	0	0	0	6	0	0	0	0	0
PF06456|Arfaptin-like_domain	48	11467	0.00041726572578164	0.579764786731565	0.999986654181152	1	0.949435896006853	4	0	0	0	41	2	1	4	1	4
PF06459|Ryanodine_Receptor_TM_4-6	23	474	1.72480992430886e-05	6.72062871911786	2.8607372935002e-12	1.22983096247574e-08	0.824260257349752	1	1	1	0	19	1	0	16	17	28
PF06461|Domain_of_Unknown_Function_(DUF1086)	21	3489	0.000126959110251342	0.833640363753152	0.824237469955932	1	0.798362603705657	1	0	0	0	18	2	0	12	4	13
PF06462|Propeller	14	2002	7.28495668452815e-05	0.968555187857059	0.582852924409277	1	0.8598993787578	1	1	0	0	12	0	0	46	5	0
PF06463|Molybdenum_Cofactor_Synthesis_C	5	1386	5.04343155082718e-05	0.499651485799276	0.970881835937081	1	1	0	0	0	0	5	0	0	0	0	0
PF06464|DMAP1-binding_Domain	12	4514	0.000164257215154646	0.368196876908	0.999988569630586	1	0.854038888927788	1	0	0	0	10	1	0	3	0	5
PF06465|Domain_of_Unknown_Function_(DUF1087)	4	1488	5.41459318010884e-05	0.372320945869783	0.994040258697303	1	0.39397430255579	0	0	0	0	3	1	0	11	4	11
PF06467|MYM-type_Zinc_finger_with_FCS_sequence_motif	48	14498	0.000527558951110335	0.458557236132629	0.999999999796149	1	0.905863189881493	3	4	0	0	38	3	0	101	47	39
PF06468|Spondin_N	15	2134	7.76528349889265e-05	0.973547740371786	0.575469472442058	1	0.916719593256466	1	0	0	0	14	0	0	1	0	0
PF06470|SMC_proteins_Flexible_Hinge_Domain	32	5088	0.000185144153900496	0.871090514865153	0.804398797235607	1	0.91227013896817	1	1	0	0	30	0	0	13	4	12
PF06472|ABC_transporter_transmembrane_region_2	40	7813	0.000284302530350742	0.709091984454419	0.990805332430739	1	0.923485676979567	0	0	1	0	38	1	0	0	1	1
PF06479|Ribonuclease_2-5A	17	2055	7.4778151781745e-05	1.14577015166935	0.320326100328268	1	0.856722712646984	1	2	0	0	12	2	0	10	2	8
PF06480|FtsH_Extracellular	7	1023	3.72253281132483e-05	0.947726044032176	0.606101760740109	1	0.962961064794514	0	0	0	0	6	1	0	1	0	1
PF06482|Collagenase_NC10_and_Endostatin	30	3681	0.000133945682096644	1.12879699970301	0.277939159819842	1	0.865171580723868	1	2	0	0	26	1	0	27	6	10
PF06484|Teneurin_Intracellular_Region	33	1510	5.49464764916959e-05	3.02689531887249	5.36243077037958e-08	0.000226938070202464	0.913618157406302	2	1	0	0	26	4	0	3	2	6
PF06512|Sodium_ion_transport-associated	129	1607	5.84761508093743e-05	11.1181938708147	4.14531066954992e-86	1.84217606154799e-82	0.886610811023995	2	2	0	0	123	2	0	24	11	36
PF06522|NADH-ubiquinone_reductase_complex_1_MLRQ_subunit	7	1457	5.30178915552324e-05	0.665424669214081	0.899373814713816	1	0.935784974019201	0	2	0	0	4	1	0	2	2	1
PF06534|Repulsive_guidance_molecule_(RGM)_C-terminus	16	3261	0.000118662556185046	0.679562793565455	0.958376854489418	1	0.886858215178569	1	0	0	0	14	1	0	3	3	2
PF06535|Repulsive_guidance_molecule_(RGM)_N-terminus	25	2945	0.000107163823356321	1.17575035537826	0.235546975695308	1	0.903246196477635	1	2	0	0	22	0	0	2	3	1
PF06541|Protein_of_unknown_function_(DUF1113)	4	126	4.58493777347926e-06	4.39693307503363	0.0139443404367675	1	0.946394630357186	1	0	0	0	3	0	0	1	0	0
PF06544|Protein_of_unknown_function_(DUF1115)	11	4125	0.000150102129488904	0.369342378302825	0.999974116525058	1	0.884004567248355	0	0	0	0	9	2	0	2	0	2
PF06546|Vertebrate_heat_shock_transcription_factor	12	6028	0.000219349245226452	0.275720089973907	0.99999999559101	1	0.896240625180289	0	0	0	0	12	0	0	0	1	1
PF06553|BNIP3	6	2481	9.02796080635082e-05	0.334953789271002	0.999654601510027	1	0.969723899868247	0	0	0	0	6	0	0	0	0	0
PF06565|Repeat_of_unknown_function_(DUF1126)	10	1056	3.84261451491595e-05	1.3115851502231	0.237993880662321	1	0.879588001734408	1	0	0	0	8	1	0	3	4	3
