id	Feature	ProteomeCounts	ExpectedSwitchFrequency	LostNum	GainNum	fc_g	fc_l	fc_m	p_g	adjp_g	p_l	adjp_l	p_m	adjp_m	H_g	H_l	switches_g	switches_l	patients_g	patients_l
PF04636	PF04636|PA26_p53-induced_protein_(sestrin)	19	7.56399538198177e-05	NA	NA	NA	NA	0.782824808656589	NA	NA	NA	NA	0.962433161330243	1	NA	NA	NA	NA	NA	NA
PF04641	PF04641|Rtf2_RING-finger	21	8.36020542219037e-05	15	0	0	1.08688879542658	0.446387378368394	1	1	0.408465748983994	1	0.999928365790681	1	NaN	0	0	1	0	15
PF04652	PF04652|Vta1_like	22	8.75831044229468e-05	20	0	0	1.3833130123611	0.513424352151633	1	1	0.0967546962439832	1	0.995077370197065	1	NaN	0	0	1	0	20
PF04658	PF04658|TAFII55_protein_conserved_region	1	3.98105020104304e-06	NA	NA	NA	NA	8.16287031791641	NA	NA	NA	NA	6.92507331520034e-07	0.0029036832410635	NA	NA	NA	NA	NA	NA
PF04664	PF04664|Opioid_growth_factor_receptor_(OGFr)_conserved_region	11	4.37915522114734e-05	NA	NA	NA	NA	0.884813955295681	NA	NA	NA	NA	0.710816232289747	1	NA	NA	NA	NA	NA	NA
PF04666	PF04666|N-Acetylglucosaminyltransferase-IV_(GnT-IV)_conserved_region	23	9.15641546239898e-05	NA	NA	NA	NA	0.993384856373601	NA	NA	NA	NA	0.537558540021991	1	NA	NA	NA	NA	NA	NA
PF04667	PF04667|cAMP-regulated_phosphoprotein/endosulfine_conserved_region	22	8.75831044229468e-05	NA	NA	NA	NA	0.366916898128566	NA	NA	NA	NA	0.988019194983555	1	NA	NA	NA	NA	NA	NA
PF04668	PF04668|Twisted_gastrulation_(Tsg)_protein_conserved_region	11	4.37915522114734e-05	NA	NA	NA	NA	0.291375183807979	NA	NA	NA	NA	0.997829141638798	1	NA	NA	NA	NA	NA	NA
PF04670	PF04670|Gtr1/RagA_G_protein_conserved_region	11	4.37915522114734e-05	NA	NA	NA	NA	1.57806736717242	NA	NA	NA	NA	0.0163053192996242	1	NA	NA	NA	NA	NA	NA
PF04675	PF04675|DNA_ligase_N_terminus	32	0.000127393606433377	NA	NA	NA	NA	0.476884218607589	NA	NA	NA	NA	0.999912281431481	1	NA	NA	NA	NA	NA	NA
PF04676	PF04676|Protein_similar_to_CwfJ_C-terminus_2	13	5.17536526135595e-05	NA	NA	NA	NA	0.517539062008592	NA	NA	NA	NA	0.949171033658406	1	NA	NA	NA	NA	NA	NA
PF04677	PF04677|Protein_similar_to_CwfJ_C-terminus_1	13	5.17536526135595e-05	NA	NA	NA	NA	1.42052184582735	NA	NA	NA	NA	0.125226703056783	1	NA	NA	NA	NA	NA	NA
PF04678	PF04678|Protein_of_unknown_function,_DUF607	15	5.97157530156455e-05	NA	NA	NA	NA	0.776756150377832	NA	NA	NA	NA	0.878321455771064	1	NA	NA	NA	NA	NA	NA
PF04679	PF04679|ATP_dependent_DNA_ligase_C_terminal_region	32	0.000127393606433377	NA	NA	NA	NA	0.574142614514471	NA	NA	NA	NA	0.991157990254744	1	NA	NA	NA	NA	NA	NA
PF04680	PF04680|Opioid_growth_factor_receptor_repeat	77	0.000306540865480314	NA	NA	NA	NA	1.88700119037548	NA	NA	NA	NA	0.00768704036455791	1	NA	NA	NA	NA	NA	NA
PF04683	PF04683|Proteasome_complex_subunit_Rpn13_ubiquitin_receptor	11	4.37915522114734e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF04685	PF04685|Protein_of_unknown_function,_DUF608	11	4.37915522114734e-05	NA	NA	NA	NA	0.396992053712875	NA	NA	NA	NA	0.999896481353843	1	NA	NA	NA	NA	NA	NA
PF04691	PF04691|Apolipoprotein_C-I_(ApoC-1)	11	4.37915522114734e-05	2	0	0	0.27666260247222	0.480327575731941	1	1	0.994032782365828	1	0.919715247018914	1	NaN	0	0	1	0	2
PF04692	PF04692|Platelet-derived_growth_factor,_N_terminal_region	22	8.75831044229468e-05	NA	NA	NA	NA	0.267750168904629	NA	NA	NA	NA	0.99897959286593	1	NA	NA	NA	NA	NA	NA
PF04695	PF04695|Peroxisomal_membrane_anchor_protein_(Pex14p)_conserved_region	11	4.37915522114734e-05	43	0	0	5.94824595315272	0.59500037534362	1	1	1.24648016412745e-19	1.74008630912192e-16	0.921252687376723	1	NaN	0.583019416734701	0	2	0	43
PF04698	PF04698|Rab_effector_MyRIP/melanophilin_C-terminus	20	7.96210040208607e-05	NA	NA	NA	NA	0.635418768187662	NA	NA	NA	NA	0.996977192908816	1	NA	NA	NA	NA	NA	NA
PF04699	PF04699|ARP2/3_complex_16_kDa_subunit_(p16-Arc)	11	4.37915522114734e-05	NA	NA	NA	NA	0.917292245321415	NA	NA	NA	NA	0.648727347207171	1	NA	NA	NA	NA	NA	NA
PF04704	PF04704|Zfx_/_Zfy_transcription_activation_region	28	0.000111469405629205	6	0	0	0.326066638627973	0.550438528842165	1	1	0.999759628645823	1	0.999944055022305	1	NaN	0	0	1	0	6
PF04706	PF04706|Dickkopf_N-terminal_cysteine-rich_region	11	4.37915522114734e-05	NA	NA	NA	NA	4.40300277754279	NA	NA	NA	NA	7.06448638724116e-07	0.00296143269353149	NA	NA	NA	NA	NA	NA
PF04707	PF04707|PRELI-like_family	41	0.000163223058242764	NA	NA	NA	NA	0.620739790314973	NA	NA	NA	NA	0.99704818046319	1	NA	NA	NA	NA	NA	NA
PF04710	PF04710|Pellino	21	8.36020542219037e-05	NA	NA	NA	NA	0.770772029311688	NA	NA	NA	NA	0.969578095070096	1	NA	NA	NA	NA	NA	NA
PF04711	PF04711|Apolipoprotein_A-II_(ApoA-II)	1	3.98105020104304e-06	2	0	0	3.04328862719442	5.81196366635649	1	1	0.141066586033137	1	0.0156437827317125	1	NaN	0	0	1	0	2
PF04712	PF04712|Radial_spokehead-like_protein	11	4.37915522114734e-05	16	0	0	2.21330081977776	1.65525500361639	1	1	0.003270113468582	1	0.00173156948831148	1	NaN	0	0	1	0	16
PF04714	PF04714|BCL7,_N-terminal_conserver_region	33	0.00013137465663442	14	0	0	0.645546072435179	0.183458449064283	1	1	0.967995807350662	1	0.999780736277847	1	NaN	0	0	1	0	14
PF04716	PF04716|ETC_complex_I_subunit_conserved_region	11	4.37915522114734e-05	0	50	39.3280768556327	0	1.22305632709522	1.48487447582215e-60	2.56140847079321e-57	1	1	0.38837330177304	1	0	NaN	1	0	50	0
PF04719	PF04719|hTAFII28-like_protein_conserved_region	11	4.37915522114734e-05	NA	NA	NA	NA	0.150102367416232	NA	NA	NA	NA	0.998721716916441	1	NA	NA	NA	NA	NA	NA
PF04721	PF04721|Domain_of_unknown_function_(DUF750)	11	4.37915522114734e-05	48	0	0	6.63990245933327	0.671644491489578	1	1	1.17302594088248e-23	1.67860012140283e-20	0.822639061193894	1	NaN	0	0	1	0	48
PF04722	PF04722|Ssu72-like_protein	11	4.37915522114734e-05	NA	NA	NA	NA	0.419333597861218	NA	NA	NA	NA	0.995511263681336	1	NA	NA	NA	NA	NA	NA
PF04724	PF04724|Glycosyltransferase_family_17	5	1.99052510052152e-05	NA	NA	NA	NA	1.96581124009116	NA	NA	NA	NA	0.00224734211944604	1	NA	NA	NA	NA	NA	NA
PF04727	PF04727|ELMO/CED-12_family	34	0.000135355706835463	10	0	0	0.44754244517565	1.03275712466988	1	1	0.998784726814625	1	0.437946958747549	1	NaN	0	0	1	0	10
PF04732	PF04732|Intermediate_filament_head_(DNA_binding)_region	13	5.17536526135595e-05	15	0	0	1.75574343876601	1.44456429155505	1	1	0.0284772821278456	1	0.135344145728656	1	NaN	0	0	1	0	15
PF04733	PF04733|Coatomer_epsilon_subunit	11	4.37915522114734e-05	NA	NA	NA	NA	0.137117733556696	NA	NA	NA	NA	0.999999917532091	1	NA	NA	NA	NA	NA	NA
PF04734	PF04734|Neutral/alkaline_non-lysosomal_ceramidase	11	4.37915522114734e-05	NA	NA	NA	NA	0.51800032676974	NA	NA	NA	NA	0.973654074689041	1	NA	NA	NA	NA	NA	NA
PF04739	PF04739|5'-AMP-activated_protein_kinase_beta_subunit,_interation_domain	22	8.75831044229468e-05	54	0	0	3.73494513337497	0.431666938974783	1	1	1.35839390725794e-15	1.81753104791113e-12	0.989851499790545	1	NaN	0	0	1	0	54
PF04749	PF04749|PLAC8_family	10	3.98105020104304e-05	0	18	15.5739184348305	0	2.17948637488368	7.05692514516323e-16	1.17074388158258e-12	1	1	0.01107117062704	1	0	NaN	1	0	18	0
PF04750	PF04750|FAR-17a/AIG1-like_protein	18	7.16589036187746e-05	5	0	0	0.422678975999225	0.661157536991838	1	1	0.991441709520581	1	0.971953156442165	1	NaN	0	0	1	0	5
PF04756	PF04756|OST3_/_OST6_family	22	8.75831044229468e-05	53	0	0	3.66577948275691	0.871881738127285	1	1	5.10767305452228e-15	6.79831283556916e-12	0.758434542180802	1	NaN	0	0	1	0	53
PF04757	PF04757|Pex2_/_Pex12_amino_terminal_region	22	8.75831044229468e-05	NA	NA	NA	NA	1.04782998792485	NA	NA	NA	NA	0.417600140530611	1	NA	NA	NA	NA	NA	NA
PF04758	PF04758|Ribosomal_protein_S30	11	4.37915522114734e-05	NA	NA	NA	NA	1.59419066083446	NA	NA	NA	NA	0.155233688876092	1	NA	NA	NA	NA	NA	NA
PF04762	PF04762|IKI3_family	11	4.37915522114734e-05	44	0	0	6.08657725438883	0.485115730998943	1	1	2.03869021599516e-20	2.8663984436892e-17	0.999999561576281	1	NaN	0.811278124459133	0	2	0	44
PF04768	PF04768|Protein_of_unknown_function_(DUF619)	11	4.37915522114734e-05	NA	NA	NA	NA	0.585209229926573	NA	NA	NA	NA	0.953192946252889	1	NA	NA	NA	NA	NA	NA
PF04774	PF04774|Hyaluronan_/_mRNA_binding_family	11	4.37915522114734e-05	NA	NA	NA	NA	1.25365911698803	NA	NA	NA	NA	0.28048013696672	1	NA	NA	NA	NA	NA	NA
PF04775	PF04775|Acyl-CoA_thioester_hydrolase/BAAT_N-terminal_region	12	4.77726024125164e-05	7	0	0	0.887625849598372	2.39293629214282	1	1	0.672536049799459	1	9.20044974163147e-05	0.378046479883637	NaN	0	0	1	0	7
PF04777	PF04777|Erv1_/_Alr_family	22	8.75831044229468e-05	NA	NA	NA	NA	0.92911371941262	NA	NA	NA	NA	0.6407441662473	1	NA	NA	NA	NA	NA	NA
PF04790	PF04790|Sarcoglycan_complex_subunit_protein	20	7.96210040208607e-05	NA	NA	NA	NA	2.64180166652567	NA	NA	NA	NA	3.34499696089078e-16	1.44804918436962e-12	NA	NA	NA	NA	NA	NA
PF04791	PF04791|LMBR1-like_membrane_protein	33	0.00013137465663442	14	0	0	0.645546072435179	0.799078414256162	1	1	0.967995807350662	1	0.97341814829326	1	NaN	0	0	1	0	14
PF04794	PF04794|YdjC-like_protein	11	4.37915522114734e-05	NA	NA	NA	NA	0.0884890935803362	NA	NA	NA	NA	0.999987641485826	1	NA	NA	NA	NA	NA	NA
PF04795	PF04795|PAPA-1-like_conserved_region	11	4.37915522114734e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF04799	PF04799|fzo-like_conserved_region	20	7.96210040208607e-05	NA	NA	NA	NA	0.431026673565447	NA	NA	NA	NA	0.999290464094963	1	NA	NA	NA	NA	NA	NA
PF04801	PF04801|Sin-like_protein_conserved_region	11	4.37915522114734e-05	NA	NA	NA	NA	0.523433896630961	NA	NA	NA	NA	0.998919992865385	1	NA	NA	NA	NA	NA	NA
PF04802	PF04802|Component_of_IIS_longevity_pathway_SMK-1	11	4.37915522114734e-05	4	0	0	0.553325204944439	0.136880915364025	1	1	0.929423634212858	1	0.999992958867797	1	NaN	0	0	1	0	4
PF04803	PF04803|Cor1/Xlr/Xmr_conserved_region	1	3.98105020104304e-06	NA	NA	NA	NA	12.0081893932985	NA	NA	NA	NA	2.07808309359531e-08	8.78405723662736e-05	NA	NA	NA	NA	NA	NA
PF04810	PF04810|Sec23/Sec24_zinc_finger	47	0.000187109359449023	95	0	0	3.07566403812202	0.469970107791629	1	1	1.83391162198439e-20	2.58031365213204e-17	0.987514707143582	1	NaN	1	0	2	0	95
PF04811	PF04811|Sec23/Sec24_trunk_domain	47	0.000187109359449023	90	0	0	2.91378698348402	0.440894074487596	1	1	4.66298758097792e-18	6.41627091142562e-15	0.999999995239955	1	NaN	0	0	1	0	90
PF04812	PF04812|Hepatocyte_nuclear_factor_1_(HNF-1),_beta_isoform_C_terminus	13	5.17536526135595e-05	NA	NA	NA	NA	1.32048688753007	NA	NA	NA	NA	0.0857203680143793	1	NA	NA	NA	NA	NA	NA
PF04813	PF04813|Hepatocyte_nuclear_factor_1_(HNF-1),_alpha_isoform_C_terminus	5	1.99052510052152e-05	NA	NA	NA	NA	0.990675624947128	NA	NA	NA	NA	0.583108019777146	1	NA	NA	NA	NA	NA	NA
PF04814	PF04814|Hepatocyte_nuclear_factor_1_(HNF-1),_N_terminus	24	9.55452048250328e-05	NA	NA	NA	NA	0.605944412098185	NA	NA	NA	NA	0.99296671558851	1	NA	NA	NA	NA	NA	NA
PF04815	PF04815|Sec23/Sec24_helical_domain	55	0.000218957761057367	0	5	0.786561537112653	0	0.473629780851217	0.75989982329483	1	1	1	0.999889405743653	1	0	NaN	1	0	5	0
PF04818	PF04818|RNA_polymerase_II-binding_domain.	74	0.000294597714877185	363	0	0	7.46428224102415	0.50993320169831	1	1	7.71150829790686e-183	1.33100633221872e-179	0.999070682178805	1	NaN	1	0	3	0	363
PF04819	PF04819|Family_of_unknown_function_(DUF716)	13	5.17536526135595e-05	NA	NA	NA	NA	1.08432157954412	NA	NA	NA	NA	0.428710683297854	1	NA	NA	NA	NA	NA	NA
PF04821	PF04821|Timeless_protein	6	2.38863012062582e-05	NA	NA	NA	NA	0.366916898128566	NA	NA	NA	NA	0.994707324327498	1	NA	NA	NA	NA	NA	NA
PF04824	PF04824|Conserved_region_of_Rad21_/_Rec8_like_protein	11	4.37915522114734e-05	NA	NA	NA	NA	1.24613286156871	NA	NA	NA	NA	0.373588211317786	1	NA	NA	NA	NA	NA	NA
PF04825	PF04825|N_terminus_of_Rad21_/_Rec8_like_protein	11	4.37915522114734e-05	NA	NA	NA	NA	1.44098272719582	NA	NA	NA	NA	0.137008909755583	1	NA	NA	NA	NA	NA	NA
PF04826	PF04826|Armadillo-like	80	0.000318484016083443	NA	NA	NA	NA	0.641513370937597	NA	NA	NA	NA	0.999996709868926	1	NA	NA	NA	NA	NA	NA
PF04831	PF04831|Popeye_protein_conserved_region	28	0.000111469405629205	NA	NA	NA	NA	1.07657437587974	NA	NA	NA	NA	0.373623327556906	1	NA	NA	NA	NA	NA	NA
PF04832	PF04832|SOUL_heme-binding_protein	11	4.37915522114734e-05	NA	NA	NA	NA	1.98516888236033	NA	NA	NA	NA	0.00107002912947457	1	NA	NA	NA	NA	NA	NA
PF04836	PF04836|Interferon-related_protein_conserved_region	12	4.77726024125164e-05	NA	NA	NA	NA	0.660450416631419	NA	NA	NA	NA	0.831133520887573	1	NA	NA	NA	NA	NA	NA
PF04840	PF04840|Vps16,_C-terminal_region	11	4.37915522114734e-05	NA	NA	NA	NA	0.706141954888938	NA	NA	NA	NA	0.945356916331606	1	NA	NA	NA	NA	NA	NA
PF04841	PF04841|Vps16,_N-terminal_region	11	4.37915522114734e-05	32	0	0	4.42660163955552	0.349276662641616	1	1	1.08762585615013e-11	1.38019721145452e-08	0.999992019316994	1	NaN	0	0	1	0	32
PF04845	PF04845|PurA_ssDNA_and_RNA-binding_protein	5	1.99052510052152e-05	NA	NA	NA	NA	2.95600655957098	NA	NA	NA	NA	1.9631782476398e-06	0.00820215871863909	NA	NA	NA	NA	NA	NA
PF04847	PF04847|Calcipressin	33	0.00013137465663442	NA	NA	NA	NA	0.5255890456101	NA	NA	NA	NA	0.999501868147977	1	NA	NA	NA	NA	NA	NA
PF04849	PF04849|HAP1_N-terminal_conserved_region	19	7.56399538198177e-05	NA	NA	NA	NA	0.913666584272714	NA	NA	NA	NA	0.72519420845543	1	NA	NA	NA	NA	NA	NA
PF04851	PF04851|Type_III_restriction_enzyme,_res_subunit	33	0.00013137465663442	NA	NA	NA	NA	0.364027788694483	NA	NA	NA	NA	0.999998099374429	1	NA	NA	NA	NA	NA	NA
PF04855	PF04855|SNF5_/_SMARCB1_/_INI1	11	4.37915522114734e-05	NA	NA	NA	NA	0.748964389994392	NA	NA	NA	NA	0.865517343857247	1	NA	NA	NA	NA	NA	NA
PF04856	PF04856|Securin_sister-chromatid_separation_inhibitor	9	3.58294518093873e-05	NA	NA	NA	NA	2.01804293970711	NA	NA	NA	NA	0.00202374887912939	1	NA	NA	NA	NA	NA	NA
PF04857	PF04857|CAF1_family_ribonuclease	45	0.000179147259046937	17	0	0	0.574843407358946	0.48009832767832	1	1	0.995221573559023	1	0.99999999211741	1	NaN	0	0	1	0	17
PF04858	PF04858|TH1_protein	11	4.37915522114734e-05	NA	NA	NA	NA	0.547523661456098	NA	NA	NA	NA	0.999587231935671	1	NA	NA	NA	NA	NA	NA
PF04868	PF04868|Retinal_cGMP_phosphodiesterase,_gamma_subunit	8	3.18484016083443e-05	51	9	9.73369902176908	9.70048249918221	0.885970071090927	5.9383605898808e-07	0.000953106874675868	2.13389298415996e-32	3.19657169027163e-29	0.660202171629918	1	NaN	1	0	2	0	60
PF04869	PF04869|Uso1_/_p115_like_vesicle_tethering_protein,_head_region	11	4.37915522114734e-05	NA	NA	NA	NA	0.0926061769655271	NA	NA	NA	NA	0.999999990577315	1	NA	NA	NA	NA	NA	NA
PF04871	PF04871|Uso1_/_p115_like_vesicle_tethering_protein,_C_terminal_region	11	4.37915522114734e-05	NA	NA	NA	NA	0.211344133322054	NA	NA	NA	NA	0.999187636158894	1	NA	NA	NA	NA	NA	NA
PF04873	PF04873|Ethylene_insensitive_3	1	3.98105020104304e-06	NA	NA	NA	NA	0.440300277754279	NA	NA	NA	NA	0.896810785854667	1	NA	NA	NA	NA	NA	NA
PF04880	PF04880|NUDE_protein,_C-terminal_conserved_region	22	8.75831044229468e-05	9	0	0	0.622490855562494	0.409581653724911	1	1	0.950592751575146	1	0.999899557070416	1	NaN	0	0	1	0	9
PF04882	PF04882|Peroxin-3	22	8.75831044229468e-05	NA	NA	NA	NA	0.437867679534642	NA	NA	NA	NA	0.999668324495137	1	NA	NA	NA	NA	NA	NA
PF04884	PF04884|Vitamin_B6_photo-protection_and_homoeostasis	11	4.37915522114734e-05	56	0	0	7.74655286922215	0.165803451873996	1	1	1.48843278695888e-30	2.21181112142089e-27	0.999997466963516	1	NaN	0	0	1	0	56
PF04889	PF04889|Cwf15/Cwc15_cell_cycle_control_protein	11	4.37915522114734e-05	NA	NA	NA	NA	0.290947320101947	NA	NA	NA	NA	0.999840258816044	1	NA	NA	NA	NA	NA	NA
PF04893	PF04893|Yip1_domain	42	0.000167204108443807	43	0	0	1.55787394011143	0.681835249455242	1	1	0.00396647990744394	1	0.989263470200713	1	NaN	0	0	1	0	43
PF04900	PF04900|Fcf1	11	4.37915522114734e-05	NA	NA	NA	NA	0.808714795875207	NA	NA	NA	NA	0.749609866268854	1	NA	NA	NA	NA	NA	NA
PF04901	PF04901|Receptor_activity_modifying_family	22	8.75831044229468e-05	NA	NA	NA	NA	0.60591781342332	NA	NA	NA	NA	0.966331067712001	1	NA	NA	NA	NA	NA	NA
PF04902	PF04902|Conserved_region_in_Nab1	11	4.37915522114734e-05	NA	NA	NA	NA	0.320218383821294	NA	NA	NA	NA	0.998435449791808	1	NA	NA	NA	NA	NA	NA
PF04904	PF04904|NAB_conserved_region_1_(NCD1)	11	4.37915522114734e-05	NA	NA	NA	NA	1.15578822910498	NA	NA	NA	NA	0.402767405416621	1	NA	NA	NA	NA	NA	NA
PF04905	PF04905|NAB_conserved_region_2_(NCD2)	11	4.37915522114734e-05	NA	NA	NA	NA	1.35477008539778	NA	NA	NA	NA	0.142161512943014	1	NA	NA	NA	NA	NA	NA
PF04906	PF04906|Tweety	26	0.000103507305227119	NA	NA	NA	NA	0.875618680517365	NA	NA	NA	NA	0.840878684155028	1	NA	NA	NA	NA	NA	NA
PF04908	PF04908|SH3-binding,_glutamic_acid-rich_protein	22	8.75831044229468e-05	NA	NA	NA	NA	2.06755331604929	NA	NA	NA	NA	0.000307144351412079	1	NA	NA	NA	NA	NA	NA
PF04909	PF04909|Amidohydrolase	4	1.59242008041721e-05	NA	NA	NA	NA	1.00727273247079	NA	NA	NA	NA	0.538950523020543	1	NA	NA	NA	NA	NA	NA
PF04910	PF04910|Transcriptional_repressor_TCF25	11	4.37915522114734e-05	NA	NA	NA	NA	0.348624853353828	NA	NA	NA	NA	0.999957420621961	1	NA	NA	NA	NA	NA	NA
PF04912	PF04912|Dynamitin	11	4.37915522114734e-05	NA	NA	NA	NA	0.477845262679063	NA	NA	NA	NA	0.999386947052681	1	NA	NA	NA	NA	NA	NA
PF04916	PF04916|Phospholipase_B	1	3.98105020104304e-06	NA	NA	NA	NA	9.45733732691144	NA	NA	NA	NA	3.17974015380496e-21	1.38541278501282e-17	NA	NA	NA	NA	NA	NA
PF04922	PF04922|DIE2/ALG10_family	6	2.38863012062582e-05	NA	NA	NA	NA	3.04227578850319	NA	NA	NA	NA	2.15622257298277e-11	9.22000772207431e-08	NA	NA	NA	NA	NA	NA
PF04923	PF04923|Ninjurin	16	6.36968032166886e-05	NA	NA	NA	NA	0.440834622751554	NA	NA	NA	NA	0.988027756347258	1	NA	NA	NA	NA	NA	NA
PF04925	PF04925|SHQ1_protein	11	4.37915522114734e-05	NA	NA	NA	NA	0.145153937721191	NA	NA	NA	NA	0.999984670598065	1	NA	NA	NA	NA	NA	NA
PF04926	PF04926|Poly(A)_polymerase_predicted_RNA_binding_domain	22	8.75831044229468e-05	35	0	0	2.42079777163192	0.843128191444364	1	1	3.37437542590643e-06	0.00387715736436649	0.794663815262849	1	NaN	0	0	1	0	35
PF04928	PF04928|Poly(A)_polymerase_central_domain	22	8.75831044229468e-05	NA	NA	NA	NA	0.811837388663859	NA	NA	NA	NA	0.924233280459116	1	NA	NA	NA	NA	NA	NA
PF04931	PF04931|DNA_polymerase_phi	11	4.37915522114734e-05	30	0	0	4.1499390370833	0.327638587885038	1	1	2.10209282840891e-10	2.62551394268273e-07	0.999999999198222	1	NaN	1	0	2	0	30
PF04934	PF04934|MED6_mediator_sub_complex_component	11	4.37915522114734e-05	NA	NA	NA	NA	0.309586132795978	NA	NA	NA	NA	0.996433847276847	1	NA	NA	NA	NA	NA	NA
PF04938	PF04938|Survival_motor_neuron_(SMN)_interacting_protein_1_(SIP1)	11	4.37915522114734e-05	NA	NA	NA	NA	0.483256402413233	NA	NA	NA	NA	0.995136369570441	1	NA	NA	NA	NA	NA	NA
PF04959	PF04959|Arsenite-resistance_protein_2	11	4.37915522114734e-05	NA	NA	NA	NA	0.730452073693735	NA	NA	NA	NA	0.892869583914113	1	NA	NA	NA	NA	NA	NA
PF04960	PF04960|Glutaminase	22	8.75831044229468e-05	NA	NA	NA	NA	0.541050425093696	NA	NA	NA	NA	0.999126432657404	1	NA	NA	NA	NA	NA	NA
PF04961	PF04961|Formiminotransferase-cyclodeaminase	5	1.99052510052152e-05	2	0	0	0.608657725438883	1.27735465194648	1	1	0.839682886237254	1	0.292942845121783	1	NaN	0	0	1	0	2
PF04968	PF04968|CHORD	2	7.96210040208607e-06	NA	NA	NA	NA	15.2329692868214	NA	NA	NA	NA	9.27236363349979e-12	3.96857163513791e-08	NA	NA	NA	NA	NA	NA
PF04969	PF04969|CS_domain	109	0.000433934471913691	94	0	0	1.31224371998291	0.7542992806149	1	1	0.00646044193344888	1	0.976704563050482	1	NaN	1	0	4	0	94
PF04970	PF04970|Lecithin_retinol_acyltransferase	32	0.000127393606433377	101	0	0	4.80268986479119	1.49955607904363	1	1	3.8966471103534e-36	5.95018013750965e-33	0.011181400633257	1	NaN	0	0	1	0	101
PF04979	PF04979|Protein_phosphatase_inhibitor_2_(IPP-2)	10	3.98105020104304e-05	NA	NA	NA	NA	0.776407360009454	NA	NA	NA	NA	0.794668876239228	1	NA	NA	NA	NA	NA	NA
PF04981	PF04981|NMD3_family	11	4.37915522114734e-05	NA	NA	NA	NA	0.57681259094447	NA	NA	NA	NA	0.978089538618144	1	NA	NA	NA	NA	NA	NA
PF04983	PF04983|RNA_polymerase_Rpb1,_domain_3	20	7.96210040208607e-05	NA	NA	NA	NA	0.864618218737948	NA	NA	NA	NA	0.770490275461925	1	NA	NA	NA	NA	NA	NA
PF04987	PF04987|Phosphatidylinositolglycan_class_N_(PIG-N)	11	4.37915522114734e-05	NA	NA	NA	NA	0.43642098015292	NA	NA	NA	NA	0.999928650195781	1	NA	NA	NA	NA	NA	NA
PF04988	PF04988|A-kinase_anchoring_protein_95_(AKAP95)	33	0.00013137465663442	NA	NA	NA	NA	0.511142888635314	NA	NA	NA	NA	0.999616799362219	1	NA	NA	NA	NA	NA	NA
PF04990	PF04990|RNA_polymerase_Rpb1,_domain_7	9	3.58294518093873e-05	NA	NA	NA	NA	0.358763189281264	NA	NA	NA	NA	0.989648711398284	1	NA	NA	NA	NA	NA	NA
PF04991	PF04991|LicD_family	19	7.56399538198177e-05	NA	NA	NA	NA	0	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA
PF04992	PF04992|RNA_polymerase_Rpb1,_domain_6	9	3.58294518093873e-05	NA	NA	NA	NA	0.264661369141916	NA	NA	NA	NA	0.999085515839984	1	NA	NA	NA	NA	NA	NA
PF04997	PF04997|RNA_polymerase_Rpb1,_domain_1	12	4.77726024125164e-05	NA	NA	NA	NA	0.785207569760763	NA	NA	NA	NA	0.894630312262228	1	NA	NA	NA	NA	NA	NA
PF04998	PF04998|RNA_polymerase_Rpb1,_domain_5	20	7.96210040208607e-05	NA	NA	NA	NA	0.649442909687562	NA	NA	NA	NA	0.999849655281873	1	NA	NA	NA	NA	NA	NA
PF05000	PF05000|RNA_polymerase_Rpb1,_domain_4	20	7.96210040208607e-05	NA	NA	NA	NA	0.80498111722389	NA	NA	NA	NA	0.809029662615347	1	NA	NA	NA	NA	NA	NA
PF05001	PF05001|RNA_polymerase_Rpb1_C-terminal_repeat	447	0.00177952943986624	NA	NA	NA	NA	0.508661269591851	NA	NA	NA	NA	0.999745462695021	1	NA	NA	NA	NA	NA	NA
PF05002	PF05002|SGS_domain	22	8.75831044229468e-05	18	0	0	1.24498171112499	0.482080596081327	1	1	0.206992885105006	1	0.977047143734431	1	NaN	0	0	1	0	18
PF05004	PF05004|Interferon-related_developmental_regulator_(IFRD)	12	4.77726024125164e-05	NA	NA	NA	NA	0.753461446921214	NA	NA	NA	NA	0.914616318610148	1	NA	NA	NA	NA	NA	NA
PF05005	PF05005|Janus/Ocnus_family_(Ocnus)	11	4.37915522114734e-05	NA	NA	NA	NA	0.589687871992338	NA	NA	NA	NA	0.924708750775278	1	NA	NA	NA	NA	NA	NA
PF05008	PF05008|Vesicle_transport_v-SNARE_protein_N-terminus	22	8.75831044229468e-05	27	0	0	1.86747256668748	0.254019391012084	1	1	0.00203272875229595	1	0.999386899257411	1	NaN	0	0	1	0	27
PF05010	PF05010|Transforming_acidic_coiled-coil-containing_protein_(TACC)	33	0.00013137465663442	NA	NA	NA	NA	0.433728631817648	NA	NA	NA	NA	0.999994738954239	1	NA	NA	NA	NA	NA	NA
PF05011	PF05011|Lariat_debranching_enzyme,_C-terminal_domain	11	4.37915522114734e-05	NA	NA	NA	NA	0.492873445247327	NA	NA	NA	NA	0.973369720054825	1	NA	NA	NA	NA	NA	NA
